,availability_30,availability_60,availability_90,availability_365
15860,0,0,0,137
15861,0,0,19,294
15862,0,0,0,263
15863,0,0,30,305
15864,30,60,90,365
15865,0,0,0,0
15866,0,0,0,0
15867,0,0,0,0
15869,13,43,73,348
15870,0,0,0,0
15874,0,0,0,0
15875,0,0,0,0
15879,0,0,0,0
15880,0,0,0,0
15883,0,0,0,0
15886,0,0,0,244
15887,0,0,0,0
15889,0,17,47,322
15890,0,0,0,0
15894,2,6,6,223
15898,0,0,0,0
15900,17,47,77,351
15901,3,14,14,187
15903,21,50,80,354
15904,21,50,80,355
15905,21,50,80,354
15906,29,59,89,89
15907,3,28,58,176
15908,0,0,0,0
15911,30,60,90,90
15913,0,0,0,0
15916,0,0,0,0
15917,0,0,0,0
15918,0,0,0,0
15919,0,0,0,0
15921,19,42,72,347
15922,0,0,0,0
15926,0,0,0,0
15927,0,0,0,0
15930,12,42,72,313
15934,0,0,0,0
15936,28,58,88,363
15941,0,0,0,0
15944,0,0,0,0
15945,0,0,0,0
15947,0,0,0,0
15948,0,0,0,0
15949,0,30,38,38
15950,7,26,51,317
15951,22,52,78,78
15952,0,0,0,0
15953,0,0,0,0
15957,0,0,0,0
15961,0,0,0,0
15964,9,39,69,344
15965,0,18,40,159
15968,0,0,0,0
15969,10,16,29,29
15970,0,0,0,247
15972,0,0,0,0
15974,17,47,77,352
15976,0,0,0,0
15977,20,20,36,36
15978,0,0,0,212
15980,0,0,0,0
15981,0,0,0,0
15984,0,0,0,0
15985,0,0,0,0
15986,0,0,0,54
15987,0,0,0,0
15988,30,60,90,365
15989,0,0,0,0
15991,0,0,0,0
15992,0,0,0,0
15994,0,0,0,0
15996,0,0,0,0
15997,0,0,0,0
15999,19,49,79,354
16001,0,0,0,0
16002,0,0,0,0
16003,0,0,0,0
16006,0,0,0,0
16007,0,0,0,1
16009,0,0,0,0
16010,0,0,0,0
16011,0,0,0,0
16014,0,0,0,0
16015,21,50,80,354
16017,0,0,0,0
16018,8,29,51,51
16020,0,0,0,0
16022,0,0,0,0
16023,30,60,90,365
16024,0,0,0,0
16025,0,0,0,0
16026,0,0,0,0
16027,0,0,0,0
16030,0,0,0,0
16031,0,0,0,0
16032,0,0,0,0
16036,0,2,32,307
16039,0,0,0,0
16040,17,47,77,352
16041,0,0,0,0
16042,20,42,72,72
16043,0,0,0,0
16045,0,0,3,278
16046,0,0,0,0
16047,0,0,0,0
16048,0,0,0,87
16049,0,0,0,0
16051,29,59,89,89
16054,29,59,89,364
16055,0,0,0,0
16057,17,47,77,352
16058,23,53,83,173
16060,0,0,0,0
16061,0,0,0,0
16064,0,0,0,0
16066,23,53,83,83
16072,0,0,0,0
16073,1,24,53,53
16074,0,0,0,0
16075,0,0,0,0
16078,0,0,0,0
16079,0,0,0,0
16080,30,60,90,179
16082,0,0,0,0
16083,0,0,0,0
16084,0,0,0,0
16085,0,0,0,0
16086,0,0,0,0
16088,0,0,0,0
16090,0,0,0,0
16091,3,32,62,308
16093,0,0,0,0
16094,0,0,0,0
16095,0,0,0,0
16096,0,0,0,0
16097,30,60,90,365
16098,0,0,0,0
16099,0,0,0,0
16100,0,0,0,0
16103,0,0,0,0
16104,0,0,0,0
16105,0,0,0,0
16106,21,51,81,356
16111,0,0,0,0
16113,0,0,0,0
16114,0,0,0,0
16115,0,0,0,0
16118,0,0,0,0
16120,0,0,0,0
16123,7,37,67,342
16126,12,12,29,118
16127,0,0,0,0
16128,0,0,0,0
16129,0,0,0,0
16133,0,0,0,0
16135,0,11,41,316
16136,0,0,0,0
16137,0,0,0,0
16138,22,52,82,357
16139,1,31,61,336
16141,0,0,0,0
16142,23,53,83,173
16144,17,47,77,289
16145,0,0,0,0
16147,0,0,0,0
16148,0,0,0,0
16149,0,0,0,0
16150,0,0,0,0
16151,0,0,0,0
16152,0,0,0,0
16154,30,60,90,210
16160,13,43,73,348
16161,0,0,0,0
16162,0,0,0,0
16163,0,0,0,0
16165,0,0,0,0
16166,0,0,0,0
16167,0,0,0,0
16168,0,0,0,0
16169,16,17,17,17
16170,0,0,0,0
16171,0,0,0,0
16172,0,0,0,0
16173,0,0,0,0
16174,0,0,0,267
16175,0,0,0,0
16176,0,0,0,230
16177,0,0,0,0
16178,0,0,0,0
16179,0,0,0,0
16180,0,0,0,0
16182,0,0,0,0
16183,0,0,0,0
16184,30,60,90,364
16187,0,0,0,0
16189,0,0,0,0
16190,0,0,0,0
16191,30,60,90,365
16195,0,0,0,0
16196,0,0,0,0
16197,0,0,0,0
16202,0,0,0,0
16204,0,0,0,0
16205,0,0,0,0
16206,0,0,0,0
16207,0,0,0,0
16209,5,33,33,33
16210,16,46,76,76
16212,0,0,0,0
16217,0,0,0,0
16218,0,0,0,0
16221,0,0,0,0
16222,0,0,0,0
16224,0,0,0,0
16225,0,0,0,0
16226,0,0,0,0
16227,0,0,0,0
16229,0,18,48,137
16231,0,0,0,0
16232,30,60,90,364
16234,30,60,90,90
16235,0,0,0,0
16240,0,0,0,0
16241,30,60,89,89
16243,0,0,0,0
16244,0,0,0,0
16246,0,0,0,0
16247,0,0,0,0
16249,0,0,0,0
16254,5,6,6,6
16258,7,35,38,38
16260,0,0,0,0
16261,0,0,0,0
16264,14,44,73,73
16266,0,0,0,0
16267,0,0,0,0
16268,29,59,89,364
16270,30,60,90,365
16272,7,21,51,52
16274,0,0,20,20
16276,0,0,0,0
16277,9,39,69,344
16281,0,0,0,0
16283,12,12,12,12
16284,0,0,0,0
16285,30,60,90,365
16286,0,0,0,0
16287,30,60,90,365
16291,0,0,0,0
16295,30,60,90,365
16301,2,27,57,165
16304,15,45,75,350
16305,0,0,0,0
16308,0,0,0,0
16309,0,0,0,0
16310,0,0,0,0
16315,0,0,0,0
16320,0,0,0,0
16321,17,47,77,352
16328,0,0,0,0
16329,0,0,0,0
16330,0,0,0,0
16331,0,0,0,0
16333,0,0,0,0
16335,0,0,0,0
16336,0,1,31,306
16338,27,57,87,87
16339,0,0,0,0
16340,0,1,31,306
16341,26,56,86,361
16342,15,45,75,350
16343,0,0,0,0
16346,0,0,0,0
16347,0,0,0,0
16348,0,0,0,0
16349,0,0,0,0
16352,30,60,90,365
16358,0,0,5,280
16360,0,0,0,0
16361,0,0,0,0
16362,0,0,0,0
16363,0,0,0,0
16366,19,49,79,353
16372,0,0,0,0
16373,6,17,17,17
16374,30,60,90,90
16378,0,0,0,0
16380,0,0,0,0
16382,0,0,0,0
16383,0,0,0,0
16385,0,0,0,0
16387,0,0,0,0
16388,0,0,0,0
16392,0,0,0,0
16395,21,50,80,355
16396,0,0,0,0
16399,0,0,0,0
16400,23,53,75,221
16405,0,0,0,0
16408,0,0,0,0
16410,0,0,0,0
16412,3,33,62,62
16415,0,0,0,0
16416,0,0,0,0
16417,0,0,0,0
16418,25,55,85,112
16420,0,0,0,0
16422,0,0,0,0
16423,0,0,0,0
16424,0,0,0,0
16426,18,48,78,167
16428,12,42,72,72
16429,0,16,46,321
16430,0,0,0,0
16431,7,34,57,146
16434,21,50,80,354
16435,21,50,80,355
16436,21,50,80,355
16437,0,0,0,0
16438,0,0,0,0
16439,0,0,0,0
16442,30,60,90,90
16443,0,0,0,0
16444,0,0,0,0
16445,0,0,0,0
16446,0,0,0,0
16447,6,29,30,30
16450,0,0,0,0
16452,0,0,0,0
16454,0,0,0,0
16455,28,58,88,178
16457,0,0,0,0
16460,0,0,0,0
16462,0,0,0,0
16463,0,0,0,0
16464,12,42,72,72
16473,0,0,0,0
16476,13,43,73,162
16479,0,0,0,166
16480,0,0,0,0
16481,16,20,20,20
16482,0,0,0,0
16486,2,24,50,78
16489,0,0,0,0
16492,17,47,77,352
16493,17,47,77,351
16495,0,0,0,0
16497,0,0,4,279
16498,0,0,0,185
16499,0,0,0,0
16505,0,0,0,0
16506,0,0,0,0
16510,0,0,0,0
16511,0,0,0,0
16516,0,0,0,0
16519,0,0,0,0
16527,20,50,80,355
16528,0,0,0,0
16530,0,0,0,0
16531,0,0,0,0
16534,0,0,0,131
16536,0,0,0,0
16540,0,0,0,0
16542,0,0,0,0
16543,0,0,0,0
16544,0,0,0,0
16548,0,0,0,0
16549,0,28,28,28
16550,0,0,0,0
16551,28,58,88,178
16552,0,0,0,0
16555,0,0,0,0
16556,0,0,3,278
16558,0,0,0,0
16559,20,50,80,170
16560,23,51,51,51
16563,0,0,0,0
16564,27,27,27,27
16565,0,0,0,0
16567,0,0,0,0
16568,0,0,0,0
16569,0,0,0,0
16572,0,0,0,0
16573,0,0,0,0
16574,0,0,0,0
16575,0,27,27,27
16578,20,50,80,355
16581,0,0,0,0
16584,0,0,0,0
16587,0,4,34,123
16589,0,0,0,0
16590,0,0,0,0
16593,0,0,1,1
16601,0,0,27,302
16602,0,0,0,0
16603,0,0,0,0
16604,0,0,0,0
16606,18,43,72,72
16608,0,0,0,0
16610,16,45,75,350
16611,11,41,71,346
16614,0,0,0,0
16616,3,11,11,11
16617,30,60,90,365
16620,0,0,0,0
16622,0,0,0,0
16623,0,0,0,0
16624,0,0,0,0
16629,0,0,0,0
16630,0,0,0,0
16633,0,0,0,0
16634,12,42,72,336
16635,0,0,0,0
16636,1,27,57,331
16637,30,60,90,365
16639,19,42,72,347
16642,28,58,88,363
16644,30,60,90,365
16647,0,0,4,279
16648,0,0,0,0
16652,0,0,0,0
16656,0,0,0,0
16659,0,0,0,0
16662,0,0,0,0
16663,0,0,0,0
16665,0,0,0,0
16668,0,0,0,0
16672,0,0,0,0
16674,0,0,0,0
16675,29,59,89,364
16676,4,34,64,339
16681,0,0,0,63
16682,0,0,0,0
16683,0,0,0,0
16684,8,30,56,319
16688,25,55,84,84
16690,0,0,0,0
16691,0,0,0,0
16692,0,0,0,0
16693,0,0,0,0
16699,24,54,83,83
16700,0,0,27,151
16702,0,0,0,0
16704,5,35,65,340
16705,0,0,0,0
16706,11,18,47,47
16707,2,29,59,59
16711,11,41,71,346
16715,30,58,58,58
16718,24,49,50,189
16719,27,57,87,362
16720,11,39,67,331
16721,0,0,0,0
16722,0,0,0,0
16723,0,0,0,0
16724,13,43,73,348
16725,6,26,26,55
16727,6,6,6,6
16731,30,60,90,365
16732,0,20,49,49
16733,29,59,89,364
16735,29,59,89,362
16738,0,0,0,0
16739,0,0,0,0
16740,0,0,0,0
16741,0,0,0,0
16742,28,58,88,363
16744,0,0,0,0
16748,0,0,0,0
16749,2,2,2,2
16752,0,0,0,0
16753,0,0,0,0
16756,20,49,79,354
16757,3,33,63,338
16759,0,0,0,0
16760,0,0,0,0
16761,0,0,0,0
16762,0,0,0,0
16764,0,0,0,0
16765,0,0,0,0
16766,14,29,29,220
16768,0,0,0,187
16769,0,0,0,0
16771,30,60,90,90
16773,0,0,0,0
16774,17,17,17,17
16779,0,0,0,0
16781,0,0,0,0
16784,28,58,88,88
16785,3,33,63,338
16787,29,59,89,364
16788,0,0,0,0
16789,0,0,0,0
16798,28,58,88,88
16799,0,0,0,0
16806,4,33,63,338
16807,0,0,0,0
16809,0,0,0,0
16811,12,42,72,347
16812,0,0,0,0
16816,3,33,63,338
16817,26,56,86,360
16818,2,6,36,36
16822,30,58,58,58
16823,0,0,0,0
16824,0,0,0,0
16829,0,15,37,192
16830,2,8,38,313
16834,30,60,90,365
16835,0,0,0,0
16846,0,0,0,0
16851,0,0,0,0
16853,30,60,90,365
16854,0,0,0,0
16855,0,0,0,0
16862,0,0,0,0
16864,0,0,0,0
16871,0,17,47,322
16879,0,0,0,0
16880,0,0,0,0
16881,0,0,0,0
16884,0,0,0,0
16888,0,0,0,0
16889,0,0,0,0
16890,0,0,0,0
16891,0,0,0,0
16892,0,0,0,0
16898,30,60,90,365
16901,0,28,58,58
16902,22,52,82,357
16903,0,0,0,0
16904,0,0,0,0
16905,0,0,0,0
16907,9,39,69,344
16911,29,59,89,364
16913,30,60,86,149
16917,29,59,89,89
16919,0,0,0,0
16923,0,0,0,0
16925,0,0,0,0
16926,0,0,0,0
16927,0,0,0,0
16931,8,37,66,184
16933,0,0,0,0
16937,0,0,0,0
16938,0,0,0,0
16939,0,0,0,0
16940,0,0,0,0
16948,0,0,0,0
16951,0,0,0,0
16952,0,15,45,135
16954,0,0,0,0
16955,1,1,1,1
16956,0,0,0,0
16957,0,0,0,0
16959,0,0,0,0
16961,0,0,0,0
16964,0,0,0,0
16965,0,0,0,0
16966,0,0,0,0
16968,0,0,0,0
16969,0,0,0,0
16983,28,58,88,88
16987,0,0,0,232
16994,0,14,14,14
16999,0,0,0,0
17000,7,7,7,16
17002,19,49,79,291
17004,0,0,0,0
17006,0,0,0,0
17007,19,49,79,354
17008,0,0,0,0
17009,0,0,0,0
17010,9,10,10,12
17011,0,0,0,62
17016,0,0,0,0
17022,0,0,0,0
17024,3,33,63,338
17028,0,0,0,269
17029,24,54,83,83
17030,11,41,71,346
17034,0,0,0,126
17036,0,0,0,0
17042,4,28,44,295
17044,16,46,76,76
17049,0,0,0,0
17052,0,0,0,0
17053,29,59,89,364
17057,0,0,0,0
17059,0,1,31,306
17060,9,39,69,248
17061,0,0,0,0
17065,22,52,82,82
17068,0,0,0,0
17070,0,0,0,0
17071,9,39,69,158
17072,0,0,0,0
17073,0,0,0,0
17074,13,43,73,348
17076,28,58,88,88
17082,0,0,0,0
17083,0,0,0,0
17085,0,0,0,0
17086,0,0,0,0
17087,0,0,0,0
17091,0,0,0,0
17093,0,2,32,122
17094,30,60,90,365
17096,4,34,64,339
17100,3,3,3,3
17101,0,0,0,0
17104,3,33,63,63
17105,24,54,83,83
17107,0,0,0,0
17108,0,0,0,0
17109,0,0,0,0
17110,0,0,0,0
17111,30,60,90,179
17114,0,19,49,49
17117,23,53,82,82
17118,0,0,0,0
17119,30,60,90,365
17123,0,0,0,0
17125,0,0,0,0
17126,0,0,0,0
17127,0,0,0,157
17128,0,0,0,0
17129,9,39,69,344
17132,3,29,54,144
17134,0,0,0,0
17135,0,1,1,45
17144,0,0,0,0
17146,30,60,90,365
17151,0,0,0,0
17152,0,0,0,0
17155,0,0,0,0
17157,0,0,0,0
17159,0,0,0,0
17160,0,18,48,323
17161,0,0,0,0
17163,0,0,0,0
17165,0,0,26,171
17167,0,0,0,0
17168,1,1,8,249
17170,0,0,0,0
17171,0,0,0,0
17173,0,0,0,0
17175,19,23,23,59
17176,0,0,0,0
17177,0,0,0,0
17178,0,0,0,0
17181,4,34,64,339
17185,0,0,0,0
17186,15,45,75,350
17187,14,44,74,349
17191,0,0,0,0
17195,0,0,0,0
17196,0,0,0,0
17200,15,27,41,131
17203,0,0,0,0
17204,8,38,68,336
17206,0,0,0,0
17207,1,1,1,1
17208,0,0,0,156
17211,0,0,0,0
17213,0,1,1,133
17222,0,0,0,0
17226,30,60,90,365
17227,13,43,73,348
17229,0,0,0,0
17231,0,0,0,0
17233,0,0,0,0
17234,0,0,0,0
17240,0,0,0,0
17243,3,33,54,192
17244,29,59,89,364
17245,4,4,8,8
17247,0,0,0,0
17248,0,0,0,0
17249,0,0,0,0
17250,29,59,89,364
17251,0,0,0,0
17253,0,0,0,0
17255,0,0,0,0
17256,0,0,0,0
17260,0,0,0,0
17262,0,0,0,0
17263,0,0,0,0
17266,0,0,0,0
17267,0,0,0,0
17269,0,0,0,0
17272,29,59,89,364
17273,30,60,90,364
17281,0,0,0,84
17283,24,54,84,173
17284,0,0,0,0
17286,0,0,0,204
17287,1,28,58,281
17288,0,0,30,305
17289,0,0,0,216
17290,14,44,74,74
17294,1,1,1,1
17295,3,17,18,79
17296,20,50,80,257
17297,3,24,42,97
17299,19,49,79,259
17301,14,44,70,252
17302,13,43,73,249
17303,0,0,0,0
17304,30,60,90,365
17306,0,0,0,0
17307,0,0,0,0
17314,0,7,37,312
17316,29,59,89,364
17320,0,0,0,0
17326,0,0,0,0
17327,0,0,0,0
17330,19,27,33,90
17337,19,49,79,353
17338,6,32,62,337
17339,5,35,65,340
17341,0,19,49,324
17344,0,5,35,310
17346,0,0,0,0
17348,0,0,0,0
17351,28,58,88,363
17356,0,0,0,0
17357,0,0,0,0
17358,10,36,66,341
17360,0,0,0,0
17367,3,7,9,87
17369,5,20,30,116
17372,0,0,0,0
17375,0,1,11,27
17376,0,0,0,0
17377,30,58,58,58
17382,29,59,89,89
17384,0,0,0,0
17385,0,0,0,0
17387,6,28,58,333
17388,0,0,0,0
17389,30,60,90,90
17392,0,0,0,0
17393,0,0,0,0
17394,0,0,0,0
17395,0,0,0,0
17398,22,52,82,172
17399,11,11,11,42
17401,30,60,90,365
17403,0,0,0,0
17408,3,3,3,3
17413,2,24,52,52
17414,26,56,86,86
17415,0,0,0,0
17418,30,60,90,180
17420,0,0,0,0
17424,0,0,0,0
17425,0,0,0,0
17426,16,46,76,350
17427,18,45,75,349
17428,16,46,76,350
17429,3,29,59,333
17430,0,0,0,0
17432,0,0,0,0
17434,0,0,0,0
17439,0,0,0,0
17440,23,53,83,354
17441,22,52,82,357
17442,0,0,0,0
17443,0,0,0,0
17444,5,35,64,64
17445,0,0,0,0
17447,0,0,0,0
17450,5,28,57,57
17452,17,47,77,352
17453,12,34,57,308
17454,30,60,90,180
17455,0,0,0,0
17457,0,0,0,0
17458,0,0,0,0
17460,7,34,64,331
17461,10,38,68,343
17463,30,60,90,365
17466,0,0,0,0
17470,14,43,73,348
17471,10,36,66,337
17473,15,45,75,350
17474,4,33,57,296
17475,12,42,72,347
17476,12,40,70,345
17477,0,0,0,0
17478,16,44,74,349
17479,26,56,86,361
17480,0,0,0,0
17482,0,0,0,0
17484,0,19,49,324
17486,0,0,0,247
17489,23,53,83,358
17490,0,0,0,0
17491,17,47,77,352
17494,30,60,90,364
17497,25,51,81,356
17498,29,59,85,85
17500,0,2,32,122
17503,0,0,0,0
17507,0,18,48,312
17508,0,0,0,0
17510,30,60,90,365
17512,20,50,76,76
17517,0,0,0,0
17518,0,0,0,0
17519,16,46,76,76
17520,23,53,79,79
17521,0,0,0,0
17522,0,0,0,0
17523,0,0,0,0
17526,0,0,0,0
17527,0,0,0,186
17528,21,51,81,356
17529,0,0,0,0
17532,0,0,0,0
17533,0,0,0,0
17535,0,0,0,0
17536,0,0,0,0
17538,29,57,67,193
17539,0,0,0,0
17540,0,0,0,0
17541,0,0,0,0
17544,0,0,0,0
17545,0,0,0,0
17546,0,0,0,0
17547,0,0,0,0
17548,0,0,0,0
17550,0,20,49,298
17551,1,1,1,250
17552,0,0,0,0
17554,0,0,0,0
17555,0,0,0,0
17556,23,48,78,107
17557,20,39,39,39
17558,11,41,71,161
17559,4,34,54,135
17561,0,0,0,0
17563,6,34,60,89
17564,24,54,84,359
17565,0,0,0,0
17566,0,0,4,279
17568,17,21,21,179
17572,0,0,0,0
17578,3,3,3,3
17579,10,10,10,33
17580,13,34,60,332
17581,0,0,0,0
17582,27,57,87,361
17583,0,0,0,0
17584,0,0,0,0
17585,0,0,0,0
17587,0,0,0,0
17588,0,0,0,0
17591,0,0,0,211
17592,16,44,74,349
17597,0,0,0,0
17598,0,0,0,0
17600,29,59,89,179
17601,0,0,0,0
17605,0,17,47,47
17607,29,59,89,272
17609,16,46,76,349
17613,29,59,89,89
17616,0,0,0,0
17618,0,0,0,0
17619,0,0,0,0
17620,0,0,0,0
17621,0,0,0,0
17626,0,0,0,0
17627,21,50,80,354
17628,21,50,80,355
17629,0,0,0,0
17630,0,0,0,0
17632,0,0,0,0
17634,0,0,0,0
17636,28,58,88,178
17637,0,0,0,0
17638,0,0,0,0
17639,4,32,32,95
17642,0,0,0,0
17644,22,52,82,357
17645,24,54,84,359
17646,0,0,0,0
17648,0,0,0,0
17650,0,0,0,0
17652,28,58,88,362
17656,0,0,0,0
17657,0,0,0,0
17660,21,51,81,110
17661,6,12,21,173
17662,0,0,0,0
17663,0,0,0,0
17665,13,34,64,89
17673,0,0,9,9
17675,3,33,63,338
17676,0,0,0,0
17677,28,58,87,87
17680,0,0,0,0
17683,14,33,63,152
17685,0,0,0,0
17687,0,0,0,0
17689,30,60,90,365
17690,0,0,0,0
17691,0,0,0,69
17694,0,0,0,0
17696,0,0,0,0
17697,0,0,0,0
17698,0,0,0,0
17699,0,17,47,322
17700,3,28,57,57
17701,3,13,13,76
17702,0,0,0,0
17703,1,1,5,279
17704,0,0,0,0
17706,0,0,0,0
17707,0,0,0,0
17711,7,28,38,39
17712,0,0,0,0
17717,3,33,62,62
17718,24,54,84,359
17720,0,0,0,0
17723,6,36,62,62
17724,3,33,63,338
17725,0,0,0,96
17727,0,0,0,0
17729,0,0,0,0
17732,28,58,87,87
17734,0,0,0,0
17737,0,0,0,0
17742,4,34,64,247
17743,17,47,77,352
17744,0,0,0,0
17746,0,0,0,0
17749,0,0,0,0
17751,0,0,0,0
17753,0,0,0,0
17761,0,0,0,0
17762,0,0,0,0
17763,0,0,0,0
17765,0,0,0,0
17766,0,0,0,0
17767,0,0,0,0
17768,16,28,28,154
17769,0,0,0,0
17770,0,0,0,264
17772,0,0,0,0
17773,0,0,0,0
17774,20,50,80,262
17775,0,0,0,0
17776,4,34,64,339
17777,0,0,0,0
17780,0,0,0,0
17782,0,0,0,0
17785,0,0,0,0
17789,1,2,32,32
17790,0,0,0,0
17791,3,3,11,11
17792,0,18,48,227
17796,0,0,0,0
17801,4,34,64,339
17805,2,25,44,307
17806,26,56,86,273
17807,27,57,87,275
17808,26,56,86,273
17809,0,0,0,0
17810,0,20,39,80
17812,0,0,0,0
17813,17,47,77,264
17817,0,0,0,0
17819,23,53,83,358
17820,24,54,84,271
17823,3,32,61,325
17826,0,0,0,0
17827,0,0,0,0
17829,27,55,55,55
17831,0,0,0,0
17832,30,60,90,102
17833,0,0,0,0
17834,8,36,36,36
17835,3,33,63,153
17837,11,40,40,40
17838,15,45,75,164
17840,0,0,0,0
17841,11,11,11,11
17842,27,57,87,173
17843,0,0,0,0
17846,3,33,63,63
17849,0,0,0,0
17852,30,60,90,365
17855,17,47,77,260
17856,9,39,64,64
17857,0,0,0,0
17858,0,0,0,0
17869,0,0,0,0
17874,0,0,0,0
17875,7,33,49,312
17876,3,33,63,338
17877,0,0,0,0
17881,29,59,89,211
17882,0,0,0,0
17883,0,0,0,0
17887,27,57,87,361
17889,0,0,0,0
17891,0,0,0,0
17892,29,59,89,89
17893,0,0,0,0
17895,0,0,0,0
17896,0,0,0,0
17899,0,0,0,0
17904,0,0,0,0
17905,0,0,0,0
17908,0,0,0,0
17910,0,0,0,0
17913,7,7,34,244
17914,0,0,0,0
17915,0,0,0,0
17918,0,0,0,0
17919,26,53,82,352
17920,30,60,90,180
17924,10,40,70,70
17932,10,40,70,345
17935,0,0,0,0
17936,0,0,0,0
17938,1,1,9,284
17939,0,0,0,0
17941,0,29,59,238
17945,1,28,28,30
17949,0,0,0,0
17951,17,47,77,287
17953,0,27,57,146
17956,20,50,80,265
17958,25,55,85,296
17960,0,0,0,0
17964,0,0,0,0
17968,0,0,0,0
17969,9,39,69,343
17970,0,0,0,0
17974,0,0,0,0
17977,0,0,0,0
17978,23,52,82,172
17979,0,0,0,0
17984,14,41,71,257
17986,0,0,0,0
17987,0,0,0,0
17989,0,0,0,0
17990,30,60,90,90
17991,0,0,0,0
17992,0,0,0,0
17995,21,51,81,267
17997,27,57,87,278
17998,28,58,88,274
18001,0,0,0,0
18004,2,32,62,336
18005,0,0,0,0
18008,30,60,90,365
18009,0,0,0,0
18010,0,0,0,0
18012,0,0,0,0
18013,30,60,90,365
18015,5,9,9,9
18016,14,43,73,236
18017,18,48,78,336
18019,22,52,82,357
18020,24,54,84,359
18021,3,33,63,337
18022,3,33,63,337
18023,0,20,43,282
18024,0,0,0,0
18025,0,0,0,0
18027,29,59,89,356
18028,0,0,0,247
18030,0,0,0,0
18031,18,48,78,349
18033,13,43,73,344
18034,18,48,78,349
18037,0,0,0,0
18038,0,0,0,0
18039,0,0,0,0
18040,0,0,0,0
18042,30,60,90,364
18043,0,0,0,0
18044,0,0,0,0
18047,0,0,0,0
18048,15,45,75,164
18049,0,0,0,0
18050,0,0,0,0
18051,20,37,49,303
18052,0,0,0,0
18053,21,49,79,345
18054,20,50,80,346
18055,0,0,0,0
18056,30,60,90,365
18060,0,0,0,0
18063,0,0,0,0
18064,27,57,87,87
18065,0,0,0,0
18066,0,2,32,32
18067,0,0,0,0
18068,0,0,0,0
18069,10,40,70,337
18070,0,0,0,0
18071,10,28,33,82
18073,0,0,0,0
18076,21,51,81,171
18077,6,26,56,331
18082,0,0,0,0
18085,0,0,0,0
18090,0,0,0,0
18091,23,53,83,357
18092,12,42,72,335
18093,0,0,0,0
18095,20,50,80,351
18097,30,60,90,365
18100,0,0,0,0
18101,0,0,0,0
18103,4,7,37,312
18104,12,42,72,346
18106,29,59,89,364
18108,0,0,0,0
18109,0,0,0,0
18111,5,35,65,235
18116,30,60,90,180
18118,3,12,24,87
18119,2,32,62,307
18120,4,26,56,146
18124,0,0,0,0
18125,4,34,64,339
18127,0,0,0,0
18129,0,0,0,0
18130,0,0,0,0
18131,0,0,0,0
18132,0,0,0,0
18133,29,59,89,272
18136,22,52,82,353
18137,0,0,0,0
18141,0,0,0,0
18142,30,60,90,365
18144,0,0,0,0
18146,1,3,33,123
18147,30,60,90,365
18148,30,60,90,365
18149,0,0,0,0
18150,0,0,0,0
18151,0,0,0,65
18153,0,0,0,0
18154,0,0,0,0
18155,0,0,0,0
18162,0,0,0,0
18163,0,0,0,0
18170,0,0,4,93
18173,1,9,26,210
18176,2,10,22,230
18180,4,34,64,339
18181,0,0,0,0
18182,0,0,0,0
18184,0,0,0,0
18186,0,0,0,0
18187,0,0,0,0
18191,0,0,0,0
18192,0,0,0,0
18193,3,33,63,309
18195,24,54,84,354
18196,0,0,0,126
18198,9,30,56,317
18200,21,46,46,50
18205,0,0,0,0
18206,7,24,24,29
18210,0,0,0,0
18215,0,0,0,0
18216,1,22,22,28
18217,0,0,0,0
18219,0,0,0,0
18223,0,0,0,0
18224,4,18,42,42
18227,0,0,0,0
18228,0,0,0,0
18229,5,17,17,22
18231,0,0,0,0
18232,0,0,0,0
18233,0,0,0,0
18237,5,17,17,22
18238,5,21,46,229
18239,6,18,18,23
18240,28,58,83,311
18243,1,1,6,8
18244,0,0,0,0
18248,0,0,0,0
18253,0,0,0,0
18254,0,0,0,95
18258,0,0,0,0
18259,0,0,0,0
18260,0,0,0,0
18262,0,0,0,0
18263,0,0,0,0
18264,0,0,0,0
18265,0,15,45,320
18267,0,0,0,0
18268,0,0,0,0
18271,5,5,30,30
18272,30,60,90,365
18273,8,36,42,42
18274,12,42,72,162
18275,0,0,0,0
18278,4,31,61,241
18281,15,45,75,350
18282,0,0,0,0
18285,0,0,0,0
18286,0,0,0,0
18290,0,0,0,0
18291,0,0,0,0
18293,0,0,0,0
18294,30,60,90,365
18296,0,0,0,0
18297,28,58,88,88
18299,3,12,33,308
18300,0,0,0,0
18302,0,0,0,0
18305,0,0,5,250
18308,23,53,83,173
18309,0,0,0,0
18310,1,1,1,1
18311,0,0,0,0
18312,2,29,58,58
18314,0,0,0,0
18315,15,45,75,165
18318,4,6,36,36
18319,11,14,14,252
18320,0,0,0,0
18321,0,0,0,0
18322,0,0,0,0
18324,0,0,0,0
18325,0,0,0,175
18328,18,48,78,353
18329,0,0,0,0
18333,0,0,0,0
18338,0,0,0,0
18339,0,0,0,0
18343,30,60,90,90
18344,0,0,0,0
18345,20,50,80,169
18347,0,0,0,0
18349,29,59,89,89
18350,27,57,87,362
18352,0,0,0,0
18353,26,56,86,361
18355,0,0,0,0
18358,0,0,0,0
18359,0,0,0,0
18361,0,0,0,0
18362,0,0,0,0
18365,0,0,0,0
18366,0,0,0,0
18367,0,0,0,0
18369,0,0,0,0
18370,0,0,0,0
18371,0,0,0,0
18373,18,48,78,352
18374,8,8,8,8
18375,3,3,3,3
18377,4,4,4,4
