,availability_30,availability_60,availability_90,availability_365
24751,19,19,19,19
24752,0,0,0,0
24753,0,0,0,0
24754,0,0,0,0
24756,0,0,0,0
24758,10,38,68,343
24759,7,36,66,341
24761,13,43,73,348
24762,0,0,0,0
24763,0,0,0,90
24764,12,14,14,233
24767,17,47,77,104
24769,0,15,15,150
24770,0,0,15,104
24771,18,48,78,353
24773,19,19,19,19
24774,14,14,14,14
24775,11,41,71,346
24776,17,47,77,352
24779,1,3,7,282
24781,30,60,90,365
24784,30,60,90,365
24785,30,60,90,365
24786,29,59,89,364
24787,30,60,90,365
24790,0,0,0,158
24792,0,0,0,0
24793,0,0,0,0
24794,0,0,0,126
24800,0,0,0,0
24801,15,15,15,150
24803,0,0,0,0
24804,0,0,0,249
24805,0,0,0,0
24813,25,55,85,360
24818,0,0,0,0
24821,0,0,0,0
24822,0,0,0,0
24823,30,60,90,365
24826,0,0,0,0
24827,23,53,83,173
24828,14,14,14,14
24829,0,0,0,0
24831,0,0,0,125
24832,28,35,35,35
24833,0,0,0,0
24834,0,0,0,0
24835,11,11,11,11
24836,0,0,0,0
24837,15,42,72,346
24838,0,0,0,0
24839,8,38,68,158
24841,25,55,85,360
24842,0,0,0,0
24844,26,48,75,211
24845,25,55,85,228
24846,27,57,87,230
24849,7,20,45,184
24850,6,18,43,179
24851,30,60,90,365
24853,4,14,30,120
24854,0,5,35,310
24856,17,19,49,324
24857,11,41,71,153
24858,0,0,0,0
24859,30,60,90,365
24861,13,43,73,163
24862,0,19,49,324
24863,30,60,90,365
24864,16,46,76,166
24865,26,56,86,361
24866,30,60,90,365
24867,30,60,90,365
24868,30,60,90,365
24869,30,60,90,365
24870,30,60,90,365
24871,0,3,33,308
24873,0,0,0,128
24874,19,49,79,169
24876,29,59,89,364
24877,30,60,90,365
24879,0,0,0,0
24880,14,14,14,14
24882,24,27,57,332
24884,0,17,47,227
24886,17,17,17,17
24888,16,16,16,16
24893,25,25,25,25
24895,30,38,38,38
24896,0,0,0,0
24897,0,0,0,100
24898,0,0,0,0
24899,25,55,85,359
24900,19,49,79,353
24901,28,58,88,231
24903,25,55,85,359
24905,0,0,1,1
24906,12,40,40,40
24907,24,24,24,24
24908,24,24,24,24
24909,24,24,24,24
24911,0,0,4,279
24913,18,21,21,56
24914,11,30,60,335
24918,22,52,82,262
24919,0,0,0,0
24922,29,59,89,179
24924,7,37,67,342
24925,7,37,67,153
24926,7,37,67,157
24931,0,0,0,0
24932,23,53,83,358
24934,30,60,90,365
24935,0,0,0,0
24936,4,4,4,4
24937,30,60,90,90
24939,0,0,0,0
24940,0,0,0,0
24941,11,40,70,345
24944,0,0,0,0
24945,0,0,0,0
24946,25,55,85,360
24948,0,0,0,0
24949,12,42,72,161
24951,2,32,62,337
24953,29,59,89,364
24954,28,58,88,362
24957,22,52,82,271
24958,29,30,30,30
24959,0,0,0,0
24960,8,38,68,248
24961,8,38,68,335
24962,15,45,75,102
24965,30,60,89,89
24966,7,32,62,89
24971,0,0,0,0
24972,0,0,0,0
24973,0,0,0,0
24975,0,0,0,0
24976,0,0,0,0
24977,3,33,63,153
24978,30,60,90,365
24980,8,38,68,150
24982,0,0,0,0
24983,0,0,0,0
24985,28,58,88,363
24986,0,0,0,0
24987,0,0,0,0
24988,10,40,70,160
24989,0,0,0,0
24990,3,5,35,245
24994,0,0,0,0
25000,5,35,65,304
25002,6,9,25,252
25003,7,35,65,291
25005,0,0,0,0
25008,0,0,0,0
25009,0,4,30,188
25010,11,39,69,341
25011,4,34,64,339
25012,24,54,84,173
25016,0,0,0,0
25018,12,42,71,71
25019,21,46,76,166
25021,0,0,0,0
25024,4,31,61,132
25026,0,0,0,0
25027,3,33,63,63
25028,29,59,89,364
25029,12,40,40,40
25030,30,60,90,365
25031,0,11,37,37
25032,7,37,67,336
25033,0,29,59,328
25034,0,0,0,0
25035,13,43,73,348
25036,8,38,68,158
25037,0,0,0,0
25042,0,0,0,0
25043,0,0,0,0
25044,0,0,0,0
25048,0,25,55,330
25050,0,0,0,0
25051,0,30,60,335
25052,25,55,85,360
25054,3,33,63,338
25059,4,29,59,247
25060,0,0,0,0
25062,9,39,69,344
25065,11,41,71,346
25068,3,33,63,338
25070,6,35,65,295
25071,14,42,72,346
25072,0,0,0,0
25073,12,39,69,344
25074,9,38,68,273
25075,3,33,63,338
25077,0,0,0,0
25078,0,0,0,0
25079,27,57,87,177
25081,0,0,0,0
25084,17,47,77,352
25087,30,60,90,365
25088,28,58,88,363
25089,0,0,0,0
25090,3,33,63,337
25091,0,0,0,0
25092,0,0,0,0
25093,3,33,63,338
25094,0,0,0,0
25098,1,2,32,307
25099,0,0,0,0
25101,29,59,89,178
25103,1,16,46,123
25107,23,53,83,357
25108,28,58,88,361
25109,0,0,0,187
25112,0,0,0,0
25113,3,32,62,182
25114,8,38,68,343
25117,27,57,87,144
25119,23,53,83,271
25120,0,0,0,0
25121,18,18,18,236
25122,0,0,0,0
25124,0,0,0,0
25125,14,43,72,72
25127,0,0,0,190
25128,2,32,62,253
25132,0,2,32,228
25135,14,44,74,349
25136,0,0,0,0
25137,30,60,90,365
25138,0,0,0,0
25139,0,0,18,293
25140,0,0,3,278
25144,10,19,49,138
25145,4,34,64,339
25146,0,0,0,0
25147,0,0,0,0
25148,29,59,89,364
25149,0,0,0,0
25150,0,0,0,240
25151,0,0,0,198
25152,7,7,7,224
25153,21,51,81,356
25154,13,13,42,99
25156,0,0,0,0
25157,2,2,2,2
25162,11,41,71,346
25163,0,0,0,0
25164,0,0,0,0
25165,0,0,0,0
25166,30,60,90,365
25167,4,34,64,339
25169,2,12,21,97
25170,0,0,0,0
25171,29,59,89,364
25172,30,60,90,180
25173,0,0,4,94
25175,0,1,19,294
25181,3,22,52,109
25182,18,48,78,353
25183,1,2,6,252
25184,9,32,62,337
25185,5,31,61,151
25187,0,0,0,0
25188,17,47,77,352
25189,0,0,15,290
25190,0,0,0,0
25191,25,55,85,85
25192,23,53,83,173
25194,10,40,70,345
25196,30,60,90,364
25197,5,35,65,77
25198,26,56,86,361
25200,0,0,0,0
25201,0,0,21,296
25204,0,0,0,126
25208,0,1,31,306
25212,13,43,73,348
25213,2,32,62,337
25217,0,0,0,0
25218,12,42,72,252
25219,15,45,75,132
25220,0,0,0,0
25222,0,30,60,335
25224,29,59,89,364
25225,21,47,77,352
25227,0,0,0,269
25230,0,0,0,0
25231,0,0,25,294
25233,7,36,66,330
25234,17,47,77,331
25235,18,30,53,276
25236,0,0,0,110
25237,18,48,78,135
25239,10,40,70,344
25240,8,38,68,137
25241,16,46,76,351
25243,8,36,65,65
25244,0,0,0,158
25246,22,52,82,348
25248,19,49,79,354
25249,15,45,75,322
25250,13,43,73,133
25251,23,50,50,50
25252,0,0,0,0
25253,0,0,0,0
25254,0,0,0,204
25255,20,50,80,355
25259,1,31,61,336
25260,21,51,80,80
25261,0,0,0,0
25266,14,44,74,256
25267,0,0,0,185
25271,11,12,42,240
25276,0,0,0,0
25282,0,0,0,127
25285,0,0,0,0
25286,11,41,71,346
25288,7,37,67,342
25290,30,60,90,359
25291,16,39,39,39
25292,2,32,62,152
25293,10,11,11,11
25297,5,5,5,278
25298,3,33,63,63
25300,3,7,7,7
25303,15,45,75,75
25304,0,0,0,0
25306,8,38,68,340
25308,24,51,51,51
25309,0,0,0,191
25310,0,0,7,59
25311,3,33,63,308
25313,0,0,0,0
25314,8,17,17,78
25315,17,47,77,167
25316,0,0,0,0
25317,0,0,0,0
25318,0,0,0,0
25319,0,0,0,0
25323,0,0,0,0
25330,2,2,2,118
25332,4,34,61,249
25334,0,0,0,0
25336,3,33,63,338
25339,0,0,0,0
25341,14,29,59,128
25342,1,7,37,312
25344,22,23,23,23
25345,3,33,63,63
25346,2,32,62,337
25348,0,0,0,0
25349,0,0,0,0
25350,0,0,0,0
25352,30,60,90,365
25353,0,27,57,332
25354,0,0,0,0
25355,22,25,25,25
25356,23,53,83,351
25360,17,47,77,346
25362,13,43,73,334
25366,7,11,16,16
25368,23,53,83,83
25369,0,0,0,0
25370,0,0,0,0
25371,0,0,0,142
25372,26,56,86,86
25373,29,59,89,89
25374,22,52,82,82
25375,0,0,0,0
25377,2,32,62,152
25379,19,49,79,165
25380,4,34,64,339
25381,0,0,0,0
25382,24,54,84,359
25385,0,0,0,0
25388,18,48,78,147
25389,0,18,48,138
25393,0,10,40,217
25394,30,60,90,365
25395,3,11,11,221
25396,2,32,62,152
25397,18,48,78,353
25398,0,0,3,278
25402,0,0,0,0
25404,2,2,2,2
25405,0,22,52,327
25406,13,43,73,348
25407,0,0,0,158
25412,2,2,28,85
25413,0,0,0,0
25417,0,0,5,280
25418,0,0,0,0
25419,0,20,50,140
25423,0,0,0,0
25425,0,20,50,325
25426,29,59,89,364
25429,1,1,1,250
25430,0,0,0,0
25431,0,4,4,279
25433,0,0,24,299
25434,0,0,22,297
25436,0,0,0,0
25438,14,14,14,171
25439,0,0,0,0
25440,30,60,90,365
25441,19,49,79,354
25444,0,0,0,0
25445,0,0,0,0
25446,11,11,11,11
25448,20,50,56,56
25452,0,0,0,0
25453,0,0,0,63
25454,0,0,0,0
25455,26,56,86,361
25456,5,7,37,299
25458,16,46,76,166
25462,0,0,0,0
25463,0,0,0,207
25464,1,1,1,1
25465,0,0,0,0
25466,30,41,71,346
25467,0,0,0,0
25469,0,0,0,0
25470,18,34,34,34
25471,0,0,0,0
25472,0,0,0,0
25478,2,30,60,149
25479,16,46,76,351
25480,18,48,78,353
25481,0,0,0,95
25482,20,50,80,355
25483,0,0,0,247
25486,0,3,12,95
25487,1,31,61,61
25488,30,60,90,90
25489,30,60,90,365
25493,12,42,72,347
25494,5,35,65,155
25495,1,31,61,61
25497,1,31,61,61
25498,0,0,0,0
25499,0,0,0,0
25500,17,47,77,352
25501,0,0,0,0
25503,8,20,50,50
25506,4,28,56,297
25510,4,28,58,299
25511,0,1,1,184
25512,2,2,2,2
25513,2,32,62,152
25514,1,1,30,305
25515,0,0,0,0
25516,0,0,0,0
25520,30,60,90,180
25521,0,0,3,275
25522,12,42,72,341
25523,23,53,83,173
25524,1,1,28,302
25525,1,31,61,336
25526,7,37,67,342
25527,0,0,0,126
25529,17,47,77,167
25530,0,0,0,0
25532,13,31,31,31
25535,0,15,42,42
25536,4,31,59,59
25540,0,0,3,278
25542,13,41,65,65
25543,0,0,0,0
25544,30,60,90,117
25545,4,7,36,36
25546,0,0,0,0
25548,30,60,90,365
25550,0,0,0,0
25551,0,0,0,32
25554,9,35,65,155
25561,12,42,72,347
25562,0,0,4,279
25563,0,0,0,226
25564,1,31,61,336
25565,0,30,60,150
25566,30,60,89,89
25569,15,45,75,165
25571,2,32,62,337
25572,23,53,83,358
25573,1,11,23,59
25574,15,45,75,350
25575,0,0,0,0
25577,0,0,0,0
25578,6,33,63,338
25579,4,34,64,339
25581,0,0,0,200
25582,0,0,0,44
25583,0,17,47,322
25584,0,0,0,222
25585,25,55,85,360
25586,26,56,86,361
25587,16,46,76,351
25589,0,13,43,133
25590,0,0,0,0
25594,0,23,52,52
25596,17,17,17,50
25597,0,2,32,122
25598,28,58,88,178
25599,15,45,75,350
25604,0,0,0,0
25605,0,0,0,0
25607,0,25,55,55
25608,0,25,55,55
25609,0,25,55,55
25610,0,0,0,0
25611,12,42,72,252
25612,0,0,0,0
25613,23,53,83,358
25616,11,41,69,189
25617,8,38,68,68
25618,0,0,0,0
25620,0,0,0,0
25621,12,42,72,347
25622,0,0,0,0
25623,0,0,0,0
25625,0,0,0,0
25627,9,11,40,40
25628,17,45,75,347
25629,0,0,0,0
25636,0,0,0,0
25640,0,2,6,151
25643,1,31,61,118
25646,30,60,90,365
25647,4,21,21,171
25648,0,0,0,0
25649,0,0,0,0
25651,20,24,24,24
25653,0,0,0,0
25655,0,0,17,287
25656,14,44,74,343
25657,0,0,0,0
25660,0,0,2,277
25661,30,60,90,179
25662,0,6,36,310
25663,0,27,57,332
25664,14,44,74,349
25666,22,52,82,357
25668,8,37,66,66
25670,0,0,0,63
25671,3,33,63,338
25672,13,43,73,343
25673,17,47,77,166
25674,0,28,58,302
25675,18,18,18,18
25677,15,45,75,350
25679,0,16,46,315
25682,18,48,78,167
25684,0,0,0,0
25689,0,0,0,0
25692,27,57,87,176
25694,0,0,0,0
25695,0,2,32,307
25696,29,59,89,364
25698,24,30,30,202
25699,3,33,63,338
25701,0,14,14,192
25702,22,52,80,345
25703,0,0,0,0
25705,0,0,0,0
25706,0,0,0,0
25707,23,53,83,352
25708,0,0,0,0
25709,0,0,0,0
25711,0,0,0,63
25712,0,0,0,0
25713,0,0,0,0
25714,0,0,0,0
25716,0,0,0,0
25719,24,51,81,81
25721,0,0,0,0
25723,1,1,8,249
25726,6,6,24,106
25727,13,43,73,342
25728,20,50,80,355
25729,16,45,75,350
25730,0,0,30,305
25731,0,0,26,301
25734,0,0,0,0
25736,15,45,75,350
25737,2,30,30,30
25739,0,0,0,0
25745,11,41,71,346
25747,0,0,0,0
25749,7,37,56,293
25750,15,45,75,165
25752,0,0,0,0
25753,0,0,0,0
25754,0,6,36,310
25755,16,46,69,344
25756,0,0,6,95
25757,15,45,75,344
25758,4,34,64,339
25759,0,0,0,0
25760,0,0,0,0
25761,0,0,0,0
25762,0,18,31,31
25763,30,60,90,359
25766,6,36,66,155
25768,1,31,61,336
25770,0,0,0,0
25772,0,0,0,0
25775,12,42,72,347
25778,18,25,55,243
25781,7,20,45,155
25782,0,0,6,281
25783,14,44,74,164
25785,11,23,23,23
25792,0,0,0,0
25793,17,32,32,32
25796,0,0,0,260
25798,0,0,0,0
25799,0,0,0,0
25800,0,2,32,122
25801,0,0,0,0
25803,6,36,66,156
25804,14,44,74,343
25805,0,11,41,316
25806,0,0,12,81
25809,14,44,74,343
25810,28,28,28,28
25812,18,18,18,18
25814,27,57,87,362
25815,9,9,18,293
25817,28,28,28,28
25818,15,45,75,344
25819,0,0,0,0
25820,0,0,0,255
25821,0,0,0,46
25822,14,44,74,74
25823,20,50,80,137
25824,30,60,90,179
25825,5,30,35,310
25828,0,0,0,0
25831,9,39,69,344
25832,0,0,0,0
25833,30,60,90,180
25834,0,0,0,0
25835,13,43,73,163
25837,0,28,58,327
25838,2,32,62,152
25839,6,6,6,152
25841,0,0,0,0
25842,0,0,0,0
25844,0,0,0,0
25845,4,34,64,339
25848,12,15,15,37
25849,0,0,0,0
25851,1,31,57,57
25852,6,36,64,153
25853,14,44,74,343
25854,10,15,17,59
25855,0,0,0,0
25856,0,0,0,0
25858,29,59,89,158
25859,2,2,10,284
25860,13,43,73,347
25861,25,55,85,360
25866,0,0,0,0
25867,9,39,69,343
25868,30,60,90,90
25869,14,43,73,348
25871,30,60,90,365
25873,9,24,24,93
25874,0,30,59,59
25875,0,0,0,0
25876,1,1,4,258
25877,16,46,76,166
25878,4,32,61,336
25880,0,0,0,0
25881,2,32,58,58
25882,24,54,84,359
25883,30,60,90,365
25885,0,0,0,0
25886,0,0,0,0
25887,0,0,0,0
25891,2,32,62,149
25895,22,52,82,357
25896,0,0,0,0
25897,0,0,9,282
25898,0,18,48,323
25905,0,0,0,0
25906,3,33,63,63
25908,30,60,90,90
25917,11,41,71,160
25919,29,59,89,364
25922,0,0,0,0
25923,10,23,23,208
25924,27,57,87,362
25927,0,4,34,308
25928,0,0,0,0
25929,28,58,88,363
25930,23,53,83,358
25934,29,31,53,294
25936,0,0,0,0
25938,0,0,0,0
25940,0,0,0,0
25946,0,0,0,0
25947,0,0,0,0
25948,0,0,0,0
25950,0,0,0,0
25951,0,0,0,0
25953,16,46,73,348
25954,0,0,0,95
25955,0,0,0,0
25957,0,0,0,188
25958,0,0,0,0
25959,4,34,63,63
25960,3,33,63,338
25961,30,31,31,31
25962,16,46,76,351
25963,2,32,62,337
25964,0,0,0,0
25966,18,48,78,105
25967,2,21,51,81
25968,15,15,15,15
25969,0,2,31,31
25970,0,0,0,246
25971,0,2,32,306
25972,0,0,0,156
25973,29,59,89,183
25974,20,50,80,354
25975,30,60,89,89
25976,19,49,79,169
25977,0,0,0,0
25981,30,60,89,89
25982,25,25,25,25
25984,25,55,85,360
25985,0,0,0,0
25988,23,53,83,358
25989,0,1,31,306
25990,0,1,31,121
25991,8,21,50,50
25992,13,43,73,162
25993,8,34,51,134
25995,29,59,89,364
25996,0,0,0,0
25997,1,31,61,336
25999,10,24,24,24
26000,24,54,84,231
26001,14,43,73,100
26002,0,0,0,275
26003,24,54,84,358
26004,22,52,82,170
26006,0,0,0,0
26009,16,46,76,348
26013,0,0,0,0
26014,5,29,57,298
26018,0,0,12,102
26020,0,0,0,188
26021,0,0,0,0
26023,23,26,30,158
26024,25,55,85,360
26025,5,5,5,280
26027,6,17,47,47
26028,30,60,90,365
26029,0,0,0,0
26030,0,0,0,0
26031,4,19,19,19
26033,11,41,71,161
26035,4,34,64,339
26036,0,0,0,0
26039,20,50,80,80
26041,30,60,90,365
26043,30,60,90,179
26045,17,47,77,77
26047,1,1,1,253
26049,0,0,0,201
26051,0,0,0,0
26052,4,34,64,154
26053,24,54,84,264
26056,0,1,1,262
26057,1,2,30,305
26058,3,33,55,330
26060,0,0,0,247
26063,26,56,86,361
26066,5,35,65,178
26067,15,15,15,234
26068,0,20,20,291
26070,4,31,31,31
26072,0,24,33,33
26076,0,0,0,0
26077,0,0,0,157
26079,13,30,30,139
26080,27,57,87,362
26081,0,0,0,0
26083,29,59,89,89
26084,10,40,70,160
26086,3,33,63,338
26087,0,0,0,0
26090,30,60,90,365
26092,0,0,0,0
26093,23,53,83,358
26094,12,42,72,347
26095,0,0,0,127
26096,0,0,0,64
26097,30,60,90,365
26098,15,15,15,172
26099,0,0,0,245
26101,17,47,77,167
26102,5,19,33,112
26103,12,42,72,100
26104,0,0,0,0
26106,24,54,84,315
26110,0,0,4,278
26113,0,0,0,260
26114,30,60,90,365
26115,5,9,9,9
26116,2,32,62,62
26119,3,3,3,162
26123,21,51,77,346
26124,0,4,34,103
26126,0,0,0,0
26127,0,0,0,0
26128,23,36,36,36
26129,0,0,0,0
26131,0,0,0,0
26132,0,0,0,217
26133,30,60,90,365
26134,1,1,1,250
26137,2,23,53,143
26138,18,48,77,77
26140,0,0,0,0
26143,0,0,0,0
26144,4,34,64,339
26145,0,3,24,186
26146,30,60,90,180
26147,27,57,87,87
26150,0,2,32,307
26153,0,0,0,0
26155,3,33,63,338
26157,30,60,90,365
26158,0,0,0,186
26159,2,30,30,30
26160,6,34,34,34
26161,0,27,53,53
26162,0,0,0,0
26163,7,37,67,157
26166,30,60,90,365
26167,8,9,14,14
26169,3,33,63,338
26172,0,0,0,0
26176,10,40,70,345
26180,4,23,46,307
26184,0,0,0,0
26185,0,18,48,323
26186,24,54,84,173
26187,4,34,64,153
26190,0,0,0,1
26191,17,47,77,166
26193,0,0,0,0
26194,0,0,0,0
26195,0,0,0,156
26197,30,60,90,359
26200,0,0,20,110
26201,10,32,62,337
26202,0,0,0,0
26203,0,0,0,0
26205,27,57,87,362
26206,3,3,3,3
26207,0,0,0,0
26209,2,32,58,58
26210,0,0,16,273
26211,3,29,59,334
26212,6,34,34,34
26214,0,25,25,25
26216,0,0,0,0
26217,24,48,78,353
26218,0,27,57,332
26219,5,7,11,224
26220,3,33,63,338
26221,0,0,0,0
26222,0,0,0,0
26223,18,48,78,353
26224,30,60,90,180
26225,0,20,50,325
26226,0,0,0,0
26237,27,57,87,362
26239,0,0,0,0
26243,19,49,79,354
26244,24,54,84,359
26245,24,54,84,153
26246,0,0,3,277
26248,0,0,0,0
26249,30,60,90,365
26250,0,0,0,0
26251,0,30,60,335
26252,0,0,0,0
26253,0,0,0,0
26256,0,0,0,94
26257,4,34,63,63
26259,0,0,0,0
26260,0,0,0,0
26262,8,8,8,135
26264,0,0,0,0
26267,0,0,0,157
26268,2,32,62,337
26269,0,0,0,218
26271,30,60,90,365
26272,27,57,87,177
26275,0,0,1,42
26284,13,38,68,68
26285,3,21,29,270
26287,17,47,77,352
26288,19,49,79,169
26289,0,2,31,31
26290,0,0,0,0
26291,0,0,0,0
26292,0,0,0,0
26293,23,53,83,358
26294,0,0,0,0
26295,0,0,0,0
26296,0,0,0,0
26298,0,0,0,0
26300,0,0,0,0
26301,0,0,0,0
26304,0,6,6,6
26306,7,9,11,11
26307,0,0,0,0
26308,0,0,0,0
26310,0,0,0,0
26314,0,3,33,308
26315,1,31,61,336
26317,0,0,0,0
26318,24,24,24,240
26319,26,26,26,26
26320,0,0,0,0
26321,25,55,84,84
26322,4,34,64,338
26323,0,6,36,126
26325,18,48,78,353
26326,15,45,75,165
26331,27,28,28,28
26333,0,0,0,0
26334,17,47,77,352
26335,24,54,84,359
26336,2,32,62,240
26337,0,0,0,0
26341,9,20,50,325
26346,30,60,89,89
26347,0,0,0,0
26350,2,2,2,2
26355,0,26,56,146
26356,19,49,79,79
26359,0,0,0,187
26360,3,3,3,5
26361,24,24,24,24
26362,28,58,88,363
26363,30,60,90,364
26364,30,60,90,180
26365,6,29,58,314
26370,0,2,32,307
26371,0,0,0,0
26372,0,0,0,187
26373,0,0,0,239
26374,29,59,89,363
26376,0,0,0,126
26377,25,54,84,317
26379,0,0,0,0
26381,0,0,0,0
26382,0,0,0,0
26385,0,0,0,0
26386,0,0,19,139
26388,0,0,0,218
26389,20,50,80,355
26392,2,32,62,150
26394,0,27,27,149
26395,0,27,27,27
26399,12,19,49,249
26401,13,43,73,348
26402,28,58,88,267
26404,0,0,0,0
26405,5,11,40,40
26406,14,44,74,343
26407,14,44,74,349
26410,0,0,0,0
26411,1,3,33,33
26412,2,28,49,93
26413,0,0,0,0
26414,4,34,64,339
26416,0,0,0,0
26417,0,0,0,220
26419,0,0,22,256
26420,0,0,0,157
26421,0,0,0,178
26422,0,0,0,0
26424,0,0,0,65
26425,0,0,0,0
26426,0,0,0,254
26427,0,0,0,247
26428,28,58,88,88
26429,0,0,0,198
26432,12,12,12,12
26433,0,0,0,0
26434,4,4,4,4
26437,0,17,47,321
26438,9,18,18,255
26440,0,0,0,247
26442,3,33,62,62
26444,28,58,88,357
26445,0,0,0,0
26448,0,0,0,0
26449,2,32,62,337
26450,15,45,74,74
26452,18,48,78,352
26455,11,41,71,346
26457,4,32,32,32
26458,0,0,0,0
26461,0,28,58,122
26464,5,33,63,338
26466,11,41,71,346
26468,10,37,67,247
26469,0,1,25,250
26470,15,45,75,343
26472,8,38,68,342
26477,26,56,86,175
26478,1,8,9,98
26480,0,0,0,114
26483,30,60,90,365
26487,6,6,36,126
26488,1,1,1,1
26490,1,23,45,111
26493,1,6,10,35
26499,0,0,1,234
26500,18,48,78,353
26501,4,12,26,47
26502,8,38,66,341
26503,14,44,73,73
26504,0,0,0,0
26506,25,55,85,360
26507,21,51,81,315
26508,21,51,81,315
26509,21,51,81,315
26510,27,57,87,177
26512,10,15,15,262
26513,30,60,90,365
26514,25,54,84,317
26515,0,0,0,0
26516,2,30,59,59
26517,0,0,0,0
26518,20,50,80,355
26521,19,22,22,22
26522,17,18,18,18
26524,19,49,79,353
26526,0,0,0,217
26532,18,48,78,352
26533,26,54,54,54
26534,4,33,63,338
26536,0,0,0,0
26537,10,10,10,10
26538,0,0,0,0
26539,0,0,0,218
26545,25,54,84,317
26547,19,49,79,168
26549,0,0,0,0
26550,20,50,80,349
26551,0,30,60,329
26552,0,0,0,0
26553,30,60,90,365
26554,0,0,0,248
26555,0,0,0,96
26557,0,0,0,0
26558,26,56,86,361
26559,21,48,76,76
26560,16,16,16,16
26561,18,36,36,36
26562,21,51,81,108
26563,0,28,58,332
26565,11,41,71,345
26571,0,0,0,0
26572,0,0,0,0
26573,0,0,4,279
26575,0,2,32,307
26578,0,0,0,0
26580,0,0,0,228
26584,0,0,0,127
26587,0,0,0,0
26588,6,7,7,254
26589,0,0,0,157
26590,0,0,0,218
26592,0,0,0,0
26594,0,0,0,0
26595,25,55,85,360
26597,30,60,90,365
26598,11,39,69,69
26603,8,33,62,62
26609,22,52,82,232
26610,30,60,90,365
26613,11,41,71,346
26617,0,18,20,89
26618,21,51,81,81
26619,26,56,86,176
26622,0,0,0,0
26624,18,40,60,130
26627,0,0,0,190
26629,2,32,62,337
26630,5,35,65,65
26631,0,0,0,0
26632,8,38,68,343
26633,0,0,0,187
26636,0,0,0,0
26638,0,0,0,232
26642,11,41,71,346
26643,12,42,72,347
26644,0,0,0,0
26645,4,28,55,306
26646,6,36,66,245
26647,0,30,60,335
26650,5,17,17,226
26651,13,24,38,313
26655,18,18,18,18
26656,10,27,50,307
26657,18,47,77,352
26659,28,58,88,357
26662,20,50,79,79
26663,22,52,82,357
26664,4,34,64,153
26668,22,33,63,63
26669,0,0,0,0
26670,0,0,0,0
26671,0,0,0,0
26673,16,46,75,75
26674,7,24,40,68
26675,10,35,65,94
26679,0,0,0,0
26682,11,30,60,334
26686,21,51,81,356
26690,26,46,76,76
26691,0,29,59,328
26692,0,28,57,57
26695,14,44,74,192
26696,2,32,62,62
26697,7,37,67,67
26699,7,37,66,66
26700,3,33,63,338
26701,22,50,80,355
26702,8,8,8,122
26703,26,56,86,361
26705,15,45,75,350
26706,9,39,69,344
26709,30,60,90,180
26711,11,41,71,160
26713,15,22,52,52
26714,0,30,60,335
26720,0,27,57,146
26721,0,0,0,0
26723,0,0,0,0
26729,0,0,0,0
26731,9,35,65,155
26732,18,18,18,263
26734,0,0,0,248
26735,3,7,7,157
26737,5,35,65,334
26738,29,59,89,358
26739,0,0,0,32
26740,12,41,71,345
26742,0,0,0,0
26745,28,51,81,356
26746,0,9,39,308
26749,2,5,5,246
26752,0,0,0,5
26756,1,19,49,324
26757,0,5,35,310
26758,2,26,56,236
26762,29,59,89,363
26770,0,0,0,0
26771,10,16,46,321
26774,0,27,57,332
26775,2,32,62,337
26776,8,8,8,275
26777,23,53,83,352
26778,0,0,0,274
26779,3,33,63,338
26780,29,59,89,364
26782,0,0,0,0
26784,29,58,58,80
26788,30,60,90,365
26789,10,40,70,345
26790,29,52,82,357
26791,0,0,0,0
26792,30,60,90,365
26795,0,0,0,0
26804,0,0,0,0
26805,5,23,31,264
26808,0,0,0,0
26811,27,57,87,362
26812,0,0,27,302
26816,0,0,0,0
26817,0,0,0,0
26819,18,18,22,23
26820,0,13,43,318
26821,14,16,16,16
26822,29,29,47,322
26824,30,60,89,89
26826,26,56,86,86
26828,0,0,0,0
26829,0,0,0,112
26835,0,24,53,53
26836,12,42,68,225
26837,12,35,65,340
26851,7,22,22,145
26854,0,0,0,0
26858,0,0,0,0
26859,0,0,0,0
26860,0,0,0,0
26861,0,0,0,0
26862,0,0,0,0
26864,0,0,0,0
26867,0,0,0,0
26868,16,46,76,351
26869,9,30,60,334
26871,3,33,63,338
26872,18,48,78,353
26873,0,0,0,0
26874,12,42,72,327
26875,0,0,0,0
26876,0,0,4,279
26877,0,0,0,0
26878,0,0,0,0
26879,0,11,41,316
26883,12,41,71,346
26884,30,60,90,365
26887,0,0,17,292
26888,0,0,0,94
26889,0,29,59,334
26890,16,46,76,351
26891,0,6,14,289
26892,11,41,71,128
26897,9,37,41,311
26898,0,0,0,0
26899,0,0,0,0
26902,30,60,90,90
26905,0,30,60,60
26906,3,4,34,34
26907,0,0,0,62
26908,30,60,90,300
26909,1,1,11,98
26911,23,53,83,358
26912,0,0,0,0
26914,30,60,90,300
26916,8,30,60,240
26917,2,32,62,337
26918,0,11,41,316
26920,4,4,4,4
26925,2,32,62,337
26926,18,48,78,353
26927,2,32,62,336
26930,0,0,0,0
26937,0,16,46,205
26941,29,59,89,364
26942,11,41,71,71
26947,14,44,74,87
26949,0,0,0,88
26952,8,8,8,8
26954,0,0,0,0
26957,0,0,0,0
26960,29,59,89,364
26962,0,0,0,0
26963,0,0,0,0
26964,2,23,53,233
26966,18,48,78,135
