host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,host_verifications_email,host_verifications_phone,host_verifications_work_email,room_type_Entire_home/apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room,property_type_Entire_rental_unit,property_type_Private_room_in_rental_unit,property_type_Private_room_in_home,property_type_Entire_condo,property_type_Entire_home,bathrooms_shared,bathrooms_private,bathrooms_num,amenities_Air_conditioning,amenities_Bed_linens,amenities_Carbon_monoxide_alarm,amenities_Cooking_basics,amenities_Dedicated_workspace,amenities_Dishes_and_silverware,amenities_Essentials,amenities_Fire_extinguisher,amenities_First_aid_kit,amenities_Free_street_parking,amenities_Hair_dryer,amenities_Hangers,amenities_Heating,amenities_Hot_water,amenities_Iron,amenities_Kitchen,amenities_Long_term_stays_allowed,amenities_Microwave,amenities_Oven,amenities_Refrigerator,amenities_Self_check-in,amenities_Shampoo,amenities_Smoke_alarm,amenities_TV,amenities_Wifi,log_price
2493,1,100.0,96.0,0,1,1,1,0,40.78963,-73.94705,2,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,4.795790545596741
1117,1,100.0,96.0,1,1,2,1,1,40.70296,-73.74271,7,3.0,5.0,7,1125,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,5.170483995038151
3987,1,100.0,100.0,1,9,10,1,1,40.71224,-73.9624,6,2.0,2.0,2,20,1,1,2,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,5.3612921657094255
1863,1,100.0,100.0,0,2,3,1,1,40.64163,-73.96001,4,2.0,2.0,2,6,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,4.382026634673881
1992,1,100.0,71.0,0,2,2,1,1,40.75001,-74.00359,1,1.0,1.0,1,29,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4.700480365792417
3723,1,100.0,96.0,0,1,1,1,1,40.68079,-73.96439,3,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,4.976733742420574
2653,1,100.0,96.0,0,1,1,1,1,40.70705,-73.94063,2,1.0,1.0,30,30,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,4.442651256490317
1223,1,100.0,96.0,0,2,10,1,1,40.71667,-73.94054,6,3.0,3.0,300,1000,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.857933154483459
3096,1,100.0,96.0,0,1,1,1,1,40.71217,-73.94664,2,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,4.976733742420574
3199,1,100.0,96.0,0,1,1,1,0,40.77574,-73.9524,2,1.0,1.0,30,1125,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.852030263919617
1471,1,100.0,100.0,1,1,5,1,0,40.74815,-73.8773,2,1.0,1.0,3,60,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,4.07753744390572
3247,1,96.0,98.0,0,7,9,1,1,40.86971,-73.85816,4,1.0,1.0,30,1125,1,0,4,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,5.1647859739235145
2813,1,100.0,100.0,0,1,1,1,1,40.68883,-73.957,4,1.0,3.0,2,3,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,5.726847747587197
2613,1,100.0,96.0,0,1,1,1,1,40.72412,-74.00415,2,1.0,1.0,30,1125,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,4.976733742420574
1577,1,100.0,93.0,0,2,2,1,0,40.65006,-73.92698,4,1.0,1.0,2,28,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,4.969813299576001
830,24,100.0,71.0,0,1,1,1,0,40.63272,-73.94426,1,1.0,1.0,3,5,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,4.007333185232471
3565,1,100.0,75.0,1,6,6,1,1,40.77379,-73.92929,1,1.0,1.0,4,14,1,0,2,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1.0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,4.276666119016055
1951,1,100.0,96.0,0,1,4,1,1,40.67226,-73.99271,2,1.0,1.0,2,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,4.442651256490317
3443,1,100.0,57.0,1,19,24,1,1,40.72304,-73.97674,2,1.0,3.0,90,400,1,0,19,19,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.804021044733257
2137,1,100.0,94.0,0,70,114,1,1,40.75445,-73.96512,3,1.0,1.0,30,1125,1,0,63,63,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,5.393627546352362
1796,1,92.0,98.0,0,6,10,1,1,40.85604,-73.90403,2,1.0,1.0,4,60,1,1,3,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.5,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4.07753744390572
946,1,100.0,68.0,1,2,9,1,1,40.77216,-73.95375,7,3.0,3.0,3,365,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,6.408528791059498
3227,12,100.0,63.0,0,1,1,1,1,40.67907,-73.94058,2,1.0,1.0,1,14,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,5.099866427824199
1426,1,100.0,99.0,1,3,3,1,1,40.71284,-73.93695,2,1.0,1.0,1,28,1,0,3,0,3,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4.290459441148391
1908,1,100.0,100.0,1,5,5,1,1,40.81361,-73.88933,1,1.0,1.0,3,120,1,0,5,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2.0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,3.8918202981106265
1474,1,96.0,100.0,0,3,3,1,1,40.73844,-73.90511,4,2.0,2.0,2,20,1,0,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5.030437921392435
3089,12,100.0,71.0,0,1,2,1,1,40.67825,-73.93779,2,3.0,1.0,5,1125,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,2.0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,4.499809670330265
4097,1,100.0,92.0,0,8,9,1,1,40.80916,-73.95148,2,1.0,1.0,3,30,1,0,8,2,6,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,4.553876891600541
2072,1,100.0,100.0,0,4,4,1,1,40.68751,-73.91756,2,2.0,2.0,2,25,1,0,4,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,4.836281906951478
1845,1,100.0,100.0,1,200,202,1,1,40.72102,-73.99282,2,1.0,1.0,2,28,1,0,200,197,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,5.351858133476067
1046,1,100.0,100.0,1,1,2,1,1,40.66600130883351,-73.91493570059538,2,1.0,2.0,5,30,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,4.7535901911063645
2451,1,100.0,100.0,1,3,3,1,1,40.67337,-73.92492,3,1.0,1.0,6,180,1,1,3,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,4.382026634673881
1433,1,100.0,94.0,1,1,3,1,1,40.72271,-73.98824,2,1.0,1.0,3,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,5.272999558563747
2580,1,100.0,96.0,1,1,1,1,1,40.71942,-73.94553,2,1.0,1.0,2,365,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,4.941642422609304
2444,1,67.0,75.0,0,1,1,1,1,40.70716,-73.92035,2,1.0,1.0,1,2,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,5.771441123130016
1208,1,100.0,96.0,0,1,1,1,1,40.69626,-73.93474,2,1.0,1.0,30,1125,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,3.912023005428146
1614,12,99.0,85.0,0,232,242,1,1,40.74638,-73.89332,1,1.0,1.0,30,1125,1,0,175,4,171,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,3.4011973816621555
3021,1,100.0,98.0,1,5,5,1,1,40.66958,-73.88896,4,1.0,3.0,2,1125,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.867534450455582
3275,24,100.0,91.0,0,1,1,1,1,40.67035,-73.99154,3,1.0,1.0,4,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,4.820281565605037
168,1,100.0,100.0,1,1,1,1,1,40.64813,-73.90955,6,3.0,3.0,2,30,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,5.2832037287379885
356,1,100.0,99.0,1,4,5,1,1,40.59139,-74.07612,4,2.0,3.0,2,1125,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,4.59511985013459
367,1,100.0,98.0,0,1,1,1,1,40.66723,-73.74651,2,1.0,1.0,2,300,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,4.59511985013459
3791,1,100.0,72.0,1,1,6,1,1,40.68158,-73.96557,2,1.0,1.0,2,30,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,5.517452896464707
1701,12,100.0,23.0,0,2,2,1,1,40.71119,-73.94634,2,1.0,1.0,3,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,5.713732805509369
67,1,100.0,100.0,0,1,1,1,1,40.67503,-73.74698,6,2.0,3.0,2,25,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,4.983606621708336
2585,1,100.0,96.0,0,1,4,1,1,40.76929,-73.95368,3,1.0,1.0,30,1125,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,4.59511985013459
1224,1,100.0,96.0,0,2,2,1,1,40.64311,-73.93701,1,1.0,1.0,2,21,1,0,2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,4.787491742782046
3032,1,100.0,99.0,1,3,3,1,1,40.72269,-73.97959,1,1.0,1.0,1,365,1,1,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,4.48863636973214
3146,1,100.0,96.0,0,1,1,1,1,40.71455,-73.99083,1,1.0,2.0,30,60,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1.0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,4.23410650459726
4896,1,100.0,98.0,0,2,3,1,1,40.68462,-73.93839,5,1.0,4.0,2,1125,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,5.0106352940962555
4184,1,100.0,88.0,1,3,3,1,1,40.80562,-73.94873,4,1.0,3.0,3,21,1,0,3,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,5.19295685089021
1921,1,100.0,99.0,1,4,4,1,1,40.68697,-73.91785,10,4.0,7.0,2,1125,1,0,4,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,6.220590170099739
2639,1,100.0,100.0,1,2,5,1,1,40.73342,-73.95545,2,1.0,1.0,2,1125,1,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,5.135798437050262
2936,12,100.0,87.0,0,1,2,1,1,40.7151,-73.99186,2,1.0,1.0,3,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,4.51085950651685
3616,12,100.0,80.0,1,2,6,1,1,40.6929,-73.95871,2,1.0,1.0,6,20,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,5.10594547390058
2853,12,100.0,100.0,0,7,10,1,1,40.732746,-74.005493,2,1.0,1.0,30,1125,1,1,7,7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,5.003946305945459
1075,1,100.0,100.0,0,5,5,1,1,40.7476,-73.98691,6,1.0,4.0,1,28,1,0,5,5,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,5.733341276897746
263,1,100.0,78.0,0,1,1,1,1,40.65064686501935,-73.918896317482,4,1.0,2.0,1,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,4.634728988229636
104,1,100.0,100.0,1,6,6,1,1,40.74349,-73.86812,2,1.0,3.0,2,28,1,0,6,0,6,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1.5,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,4.127134385045092
2468,1,100.0,89.0,0,120,214,1,1,40.74167,-73.98116,2,1.0,1.0,30,365,1,0,119,119,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5.0689042022202315
3457,1,100.0,96.0,0,1,1,1,1,40.72708,-74.00055,2,1.0,1.0,30,60,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,5.0106352940962555
773,24,80.0,74.0,0,3,3,1,1,40.80234672626752,-73.9668997478141,1,1.0,1.0,1,180,1,0,3,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,2.0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.990432586778736
3339,1,100.0,96.0,0,1,1,1,1,40.71527,-73.95001,6,3.0,3.0,30,60,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,3.5,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,5.768320995793772
2749,1,100.0,100.0,0,2,3,1,1,40.775655,-73.953972,1,1.0,1.0,1,1125,1,1,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,4.6913478822291435
3001,1,100.0,96.0,0,1,1,1,1,40.73,-73.98761,2,1.0,1.0,1,30,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.605170185988092
139,1,100.0,100.0,0,2,3,1,0,40.65518,-73.74398,7,3.0,3.0,2,27,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,5.288267030694535
4143,24,56.0,40.0,0,2,3,1,1,40.71538,-73.9908,2,1.0,1.0,30,1125,1,0,2,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,4.605170185988092
782,1,94.0,100.0,1,101,106,1,1,40.70631,-74.0043,2,1.0,1.0,1,1125,1,0,101,0,101,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,5.953243334287785
2546,24,97.0,86.0,0,48,77,1,1,40.71988,-73.99556,2,1.0,1.0,15,29,1,0,48,44,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,5.241747015059643
1995,1,100.0,100.0,0,1,3,1,1,40.66603,-73.92886,2,1.0,1.0,3,30,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,4.51085950651685
3338,1,100.0,96.0,0,1,1,1,1,40.67123,-73.94715,3,1.0,1.0,30,1125,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,4.859812404361672
3129,1,100.0,96.0,0,1,2,1,1,40.76293,-73.95961,2,1.0,1.0,5,10,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,5.0106352940962555
1254,1,100.0,100.0,1,1,1,1,1,40.68466,-73.96635,5,2.0,2.0,7,28,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,5.802118375377063
3402,1,100.0,100.0,0,1,4,1,1,40.71657,-73.95549,4,2.0,2.0,7,21,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,5.978885764901122
3200,12,92.0,63.0,0,3,5,1,1,40.70125,-73.92877,2,1.0,2.0,2,1125,1,0,3,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4.700480365792417
1308,1,100.0,96.0,0,1,1,1,1,40.64304,-73.97964,4,1.0,1.0,30,365,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4.787491742782046
3437,1,100.0,96.0,0,1,2,1,0,40.79883,-73.96234,6,3.0,4.0,31,1125,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,5.991464547107982
2498,1,100.0,96.0,0,1,1,1,1,40.6823,-73.93911,2,1.0,2.0,2,4,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,4.465908118654584
2877,1,100.0,99.0,1,8,9,1,1,40.69804,-73.93182,9,4.0,4.0,1,1125,1,1,8,8,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.5,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,6.1092475827643655
2076,1,100.0,96.0,0,1,1,1,1,40.76678,-73.98604,2,1.0,1.0,3,8,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,5.075173815233827
3863,12,100.0,100.0,1,3,5,1,0,40.71309,-73.98901,6,2.0,1.0,30,365,1,1,3,3,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,5.783825182329737
2637,1,100.0,98.0,0,1,1,1,1,40.68415,-73.7801,4,1.0,2.0,1,27,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,4.867534450455582
1263,1,100.0,100.0,1,1,1,1,0,40.63081,-73.93093,4,1.0,2.0,2,10,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,4.51085950651685
2818,1,100.0,98.0,0,1,3,1,1,40.86866,-73.92252,2,1.0,1.0,1,365,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,4.875197323201151
1956,1,100.0,100.0,1,1,1,1,1,40.70579,-73.92039,2,1.0,1.0,2,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.5,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4.477336814478207
2653,24,100.0,56.0,0,1,1,1,1,40.67122,-73.95516,2,1.0,1.0,4,20,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,5.19295685089021
1777,24,100.0,84.0,0,3,3,1,1,40.7134,-73.9964,2,1.0,1.0,3,1125,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,5.075173815233827
2492,1,100.0,93.0,0,1,1,1,1,40.66697,-73.85196,2,1.0,1.0,2,28,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,4.6443908991413725
