host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,has_availability,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,host_verifications_email,host_verifications_phone,host_verifications_work_email,room_type_Entire_home/apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room,property_type_Entire_rental_unit,property_type_Private_room_in_rental_unit,property_type_Private_room_in_home,property_type_Entire_condo,property_type_Entire_home,bathrooms_shared,bathrooms_private,bathrooms_num,amenities_Air_conditioning,amenities_Bed_linens,amenities_Carbon_monoxide_alarm,amenities_Cooking_basics,amenities_Dedicated_workspace,amenities_Dishes_and_silverware,amenities_Essentials,amenities_Fire_extinguisher,amenities_First_aid_kit,amenities_Free_street_parking,amenities_Hair_dryer,amenities_Hangers,amenities_Heating,amenities_Hot_water,amenities_Iron,amenities_Kitchen,amenities_Long_term_stays_allowed,amenities_Microwave,amenities_Oven,amenities_Refrigerator,amenities_Self_check-in,amenities_Shampoo,amenities_Smoke_alarm,amenities_TV,amenities_Wifi,log_price
665,1,90.0,74.0,0,1,1,1,1,40.80234,-73.94389,6,2.0,3.0,3,15,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,5.736572297479192
3523,1,100.0,33.0,0,1,1,1,1,40.82486,-73.94039,2,1.0,1.0,1,90,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3.8066624897703196
3535,1,100.0,37.0,0,1,1,1,1,40.74806,-73.98322,16,1.0,1.0,1,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.5,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,6.96979066990159
3355,1,100.0,96.0,0,1,1,1,1,40.71975,-73.94199,2,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,5.075173815233827
3714,1,100.0,100.0,0,3,3,1,1,40.79292,-73.93953,1,1.0,1.0,30,60,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,4.174387269895637
2841,1,100.0,100.0,1,25,25,1,1,40.80885,-73.94821,2,1.0,1.0,3,28,1,0,20,0,20,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,4.624972813284271
591,1,97.0,95.0,0,2,2,1,1,40.665298,-73.878052,2,1.0,1.0,1,14,1,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,4.74493212836325
2977,12,93.0,99.0,0,1,1,1,0,40.76603,-73.77133,6,3.0,3.0,1,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2.0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,5.214935757608986
1326,1,100.0,84.0,0,4,4,0,1,40.69335,-73.76481,6,3.0,3.0,2,10,1,0,4,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,5.41610040220442
1546,1,100.0,98.0,1,1,1,1,1,40.85431,-73.88679,2,1.0,2.0,2,28,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,4.248495242049359
3170,1,100.0,96.0,0,1,2,1,1,40.60974,-73.96932,6,3.0,3.0,3,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,4.941642422609304
1495,12,100.0,96.0,0,1,2,1,1,40.62912,-74.12839,5,3.0,3.0,4,28,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.852030263919617
4280,12,100.0,71.0,0,1,5,1,1,40.70758,-73.94117,1,1.0,1.0,3,365,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,5.0106352940962555
3633,1,95.0,62.0,0,5,8,1,1,40.73208,-73.95631,2,1.0,1.0,14,365,1,0,5,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,4.919980925828125
2339,1,100.0,98.0,0,1,1,1,1,40.68736,-73.91445,2,1.0,1.0,2,7,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,4.74493212836325
3069,24,100.0,90.0,1,1,1,1,1,40.69429,-73.90195,2,1.0,1.0,5,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1.0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4.624972813284271
2998,1,90.0,91.0,1,1,1,1,1,40.78036,-73.94921,2,1.0,1.0,2,1125,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,5.4638318050256105
3611,1,100.0,99.0,0,9,21,1,0,40.62418,-73.91072,8,3.0,4.0,3,15,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2.0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,5.517452896464707
2085,12,100.0,86.0,1,5,5,1,0,40.72271,-73.73588,2,1.0,1.0,30,1125,1,0,5,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4.700480365792417
3198,1,100.0,96.0,0,1,4,1,1,40.76886,-73.95488,2,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,4.605170185988092
360,1,100.0,100.0,1,3,5,1,1,40.70199,-73.98366,2,1.0,1.0,1,1125,1,0,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,6.139884552226255
370,1,100.0,100.0,1,2,4,1,1,40.75009,-73.85234,4,2.0,3.0,5,30,1,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,4.941642422609304
1187,1,100.0,71.0,1,2,2,1,1,40.82992,-73.91626,1,1.0,1.0,3,365,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,4.174387269895637
500,24,100.0,100.0,1,1,1,1,1,40.71704,-73.99528,4,2.0,3.0,28,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,5.1647859739235145
2486,1,100.0,96.0,0,1,1,1,0,40.72376,-73.98947,2,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,4.941642422609304
2137,1,100.0,94.0,0,70,114,1,1,40.74609,-73.97761,5,2.0,2.0,30,1125,1,0,63,63,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,5.480638923341991
1646,1,100.0,100.0,1,1,1,1,1,40.69187,-73.9142,7,2.0,3.0,2,12,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.5,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,5.616771097666572
797,1,100.0,88.0,1,4,4,1,1,40.73681,-73.98111,4,1.0,1.0,30,1125,1,0,4,4,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1.0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5.176149732573829
2924,1,100.0,96.0,0,1,1,1,1,40.72407,-73.98204,4,1.0,2.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5.247024072160486
3375,1,100.0,100.0,1,1,1,1,1,40.7433,-74.0017,2,1.0,1.0,120,180,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5.393627546352362
3288,1,100.0,98.0,0,1,3,1,1,40.68236,-73.92803,2,1.0,1.0,5,14,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4.8283137373023015
1470,1,100.0,96.0,0,2,2,1,1,40.76209,-73.91268,6,2.0,4.0,30,1125,0,0,2,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5.521460917862246
2181,1,100.0,96.0,0,1,1,1,1,40.75403,-73.96408,1,1.0,1.0,30,120,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.204006687076795
2440,1,100.0,100.0,0,2,7,1,1,40.76769,-73.98513,2,1.0,1.0,1,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.1647859739235145
2889,1,100.0,0.0,0,1,1,1,0,40.76523,-73.92812,2,1.0,2.0,30,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,4.605170185988092
3890,1,98.0,73.0,0,35,50,1,1,40.76022,-73.95959,5,2.0,3.0,30,365,1,0,26,26,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,5.043425116919247
2902,1,100.0,99.0,1,2,3,1,1,40.80512,-73.95545,2,1.0,1.0,5,1125,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.290459441148391
2321,1,100.0,0.0,0,1,1,1,1,40.66741,-73.99345,2,1.0,1.0,30,30,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,4.787491742782046
3653,12,100.0,100.0,0,1,1,1,1,40.80818,-73.93739,2,1.0,1.0,45,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4.74493212836325
2451,1,100.0,100.0,1,3,3,1,1,40.67294,-73.92522,6,3.0,4.0,20,180,1,0,3,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2.0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,5.241747015059643
265,1,100.0,99.0,1,1,1,1,1,40.8796,-73.84917,4,1.0,2.0,1,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,4.718498871295094
3051,1,100.0,98.0,0,1,1,1,1,40.85318,-73.93301,2,1.0,1.0,2,365,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,4.553876891600541
4378,12,99.0,73.0,1,3,37,1,1,40.72212,-73.99638,6,2.0,3.0,1,365,1,0,3,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,6.212606095751519
1942,1,100.0,100.0,0,1,1,1,1,40.75692,-73.92436,4,2.0,2.0,2,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.003946305945459
2621,1,100.0,94.0,1,4,15,1,1,40.76021,-73.96595,4,1.0,2.0,30,1125,1,0,4,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,5.0369526024136295
3058,1,100.0,96.0,0,1,2,1,1,40.74329,-73.92317,2,1.0,2.0,30,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,4.31748811353631
2583,1,100.0,100.0,0,1,1,1,1,40.72488,-73.80389,4,1.0,2.0,1,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.770684624465665
568,12,100.0,79.0,1,4,4,1,1,40.68812,-73.91441,2,1.0,1.0,1,1125,1,0,4,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,4.406719247264253
2346,1,100.0,100.0,0,1,1,1,1,40.75619,-73.91852,1,1.0,1.0,30,60,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0.0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,4.007333185232471
3871,1,100.0,90.0,0,1,3,1,1,40.72521,-73.98156,3,1.0,1.0,1,365,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,5.4510384535657
2220,1,100.0,100.0,0,1,7,1,1,40.68373,-73.93885,5,3.0,4.0,2,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.768320995793772
624,12,100.0,75.0,1,1,1,1,1,40.83383,-73.89947,4,2.0,2.0,5,60,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,5.19295685089021
523,1,90.0,97.0,0,1,2,1,1,40.81926,-73.94216,2,1.0,2.0,3,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,4.499809670330265
3072,1,100.0,78.0,0,2,2,1,1,40.76511,-73.98899,1,1.0,1.0,1,365,1,0,2,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,4.672828834461906
3018,1,100.0,100.0,1,1,7,1,1,40.76977,-73.95237,1,1.0,1.0,1,1125,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.499809670330265
3828,24,100.0,50.0,0,1,1,1,1,40.72339,-73.99459,2,2.0,2.0,30,60,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.926926025970411
1946,12,92.0,93.0,1,1,10,1,0,40.65718,-73.73669,2,1.0,1.0,1,365,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1.0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,4.605170185988092
1345,1,100.0,96.0,0,2,2,1,1,40.82996,-73.94521,2,1.0,1.0,30,1125,0,0,2,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,4.31748811353631
3041,12,90.0,92.0,0,1,1,1,0,40.75414,-73.88246,3,1.0,1.0,1,15,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,4.74493212836325
2380,1,100.0,99.0,0,6,8,1,0,40.68567,-73.91019,3,1.0,1.0,2,30,1,0,4,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.897839799950911
1085,1,100.0,100.0,0,1,3,1,0,40.68112,-73.96268,3,1.0,2.0,4,1125,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,4.9344739331306915
1809,1,100.0,87.0,1,1,1,1,1,40.72205,-73.73571,2,1.0,1.0,1,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4.477336814478207
4039,1,100.0,96.0,0,1,1,1,0,40.71751,-74.00392,6,3.0,3.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,5.3471075307174685
1609,1,100.0,75.0,1,1,2,1,1,40.76733,-73.92722,4,2.0,2.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.787491742782046
1868,12,100.0,98.0,0,7,7,1,0,40.80643,-73.94931,2,1.0,1.0,30,90,1,1,7,7,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4.553876891600541
2402,1,100.0,96.0,0,1,1,1,1,40.7336,-74.00472,4,1.0,1.0,30,30,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,5.043425116919247
3297,1,100.0,98.0,0,1,1,1,1,40.81282,-73.94465,4,1.0,4.0,3,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5.19295685089021
3700,24,100.0,96.0,0,1,1,1,1,40.65675,-73.96077,4,1.0,1.0,60,180,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,4.605170185988092
1998,1,100.0,100.0,1,2,2,1,0,40.76145,-73.94969,2,1.0,1.0,30,180,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.477336814478207
2939,1,100.0,96.0,0,1,2,1,1,40.72639,-73.98904,3,1.0,1.0,30,1125,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,5.389071729816501
2730,12,100.0,94.0,1,1,1,1,1,40.68621,-73.93432,4,1.0,2.0,1,29,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,5.241747015059643
2964,1,100.0,96.0,0,1,1,1,1,40.68299,-73.93457,4,1.0,1.0,30,90,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.159055299214529
3104,1,100.0,65.0,0,17,26,1,1,40.68826,-73.98558,4,1.0,2.0,30,365,1,0,17,17,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4.90527477843843
3486,1,100.0,96.0,0,2,2,1,1,40.78866,-73.94922,2,1.0,1.0,30,999,1,0,2,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,4.499809670330265
1845,1,100.0,100.0,1,200,202,1,1,40.72075,-73.992,2,1.0,1.0,2,28,1,0,200,197,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,5.365976015021851
1541,1,100.0,100.0,1,12,12,1,1,40.72038,-73.79861,1,1.0,1.0,30,1125,1,0,12,2,10,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,3.912023005428146
1629,1,100.0,100.0,1,1,1,1,1,40.69844,-73.99356,2,1.0,1.0,3,31,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,5.616771097666572
1354,1,100.0,89.0,1,1,1,1,0,40.77458,-73.97928,2,1.0,1.0,2,1125,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,5.293304824724492
1845,1,100.0,100.0,1,200,202,1,1,40.72088,-73.99333,4,1.0,2.0,2,28,1,0,200,197,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,5.8944028342648505
2874,1,100.0,100.0,1,3,3,1,1,40.70412,-73.92531,2,1.0,1.0,4,30,1,0,3,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1.0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,4.962844630259907
1478,1,100.0,99.0,1,2,8,1,1,40.64787,-73.95095,1,1.0,1.0,2,28,1,0,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,4.23410650459726
2856,1,100.0,100.0,1,1,1,1,1,40.80361,-73.95425,4,1.0,3.0,30,100,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,4.997212273764115
483,1,100.0,100.0,1,4,7,1,1,40.67109,-73.95169,2,1.0,1.0,1,28,1,0,4,0,4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.5,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,4.6443908991413725
3455,1,100.0,96.0,0,1,1,1,1,40.73294,-73.98436,2,1.0,1.0,5,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,5.247024072160486
4324,1,100.0,96.0,0,1,2,1,0,40.7227,-74.00856,4,2.0,2.0,30,1125,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,5.298317366548036
3102,1,100.0,100.0,0,1,2,1,0,40.71403,-73.96057,2,1.0,1.0,2,10,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,5.991464547107982
2750,1,100.0,96.0,0,1,1,1,1,40.72693,-73.97172,2,1.0,1.0,30,1125,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,3.9512437185814275
1845,1,100.0,100.0,1,200,202,1,1,40.7222,-73.99364,2,1.0,1.0,2,28,1,0,200,197,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,5.846438775057725
