,availability_30,availability_60,availability_90,availability_365
7590,0,0,0,0
7599,4,4,4,4
7604,0,26,56,331
7611,1,27,57,285
7615,0,0,0,0
7622,0,0,0,0
7623,0,0,0,262
7624,2,31,61,167
7629,0,0,16,291
7632,2,2,11,36
7633,0,0,0,0
7634,0,0,0,0
7641,0,0,0,0
7642,0,0,0,61
7646,0,0,0,0
7648,0,0,0,0
7651,0,0,0,0
7657,1,1,1,1
7658,14,14,14,162
7663,0,0,3,108
7667,0,1,31,306
7669,0,0,0,0
7670,27,57,87,362
7673,0,0,0,0
7678,4,34,64,153
7679,0,0,0,0
7681,7,7,7,237
7682,26,55,85,175
7683,30,60,90,365
7686,0,0,0,0
7687,0,0,0,0
7696,0,0,0,0
7699,8,8,29,220
7701,0,0,0,0
7702,0,0,0,0
7703,27,51,77,77
7704,0,1,31,211
7706,0,0,0,0
7707,0,1,1,158
7709,23,53,83,83
7712,15,45,75,339
7714,9,39,69,323
7716,0,0,0,0
7725,5,32,62,133
7726,0,6,36,126
7727,1,22,52,140
7728,12,42,44,44
7729,0,23,53,216
7730,0,5,5,192
7736,0,0,0,0
7737,0,0,0,0
7738,0,30,60,335
7741,0,0,0,0
7742,17,47,77,167
7743,0,0,0,0
7745,6,30,60,335
7746,0,30,60,335
7748,0,0,0,0
7750,8,18,42,274
7751,0,0,0,0
7753,0,0,0,0
7754,0,0,0,0
7756,2,32,61,61
7761,23,53,83,358
7764,0,2,31,31
7771,2,32,62,337
7772,9,38,38,38
7774,3,3,3,195
7775,0,0,0,0
7777,0,0,0,0
7778,0,0,0,0
7779,0,0,0,0
7782,16,46,76,351
7783,0,0,0,0
7784,0,0,0,0
7786,23,26,26,197
7790,0,2,2,42
7791,0,0,0,0
7793,0,0,0,0
7797,13,43,73,348
7807,3,33,63,338
7808,4,4,4,266
7811,3,33,63,338
7812,10,40,70,341
7813,0,0,0,0
7817,3,33,57,106
7819,0,0,0,0
7820,0,0,0,0
7823,0,0,0,0
7824,0,1,31,306
7827,0,0,0,0
7832,0,0,0,0
7834,0,0,0,0
7836,3,3,3,3
7837,24,54,84,359
7842,0,29,59,141
7843,14,14,15,15
7846,6,36,44,104
7847,1,2,29,29
7849,0,0,0,0
7852,8,36,66,155
7853,0,0,0,0
7854,2,29,59,87
7855,0,0,0,0
7856,0,0,0,0
7857,3,33,63,63
7864,0,0,0,0
7866,0,0,0,0
7868,0,0,0,0
7871,30,60,90,365
7875,0,30,60,117
7876,0,0,0,0
7881,17,47,77,166
7883,0,0,0,0
7884,0,0,0,0
7886,0,0,0,0
7887,0,0,0,0
7891,16,46,76,150
7896,0,0,0,0
7897,0,0,0,0
7898,0,0,0,0
7899,0,0,0,0
7903,28,58,88,362
7904,0,0,0,0
7905,29,59,88,88
7906,0,0,4,183
7908,0,0,0,0
7912,0,0,0,0
7914,4,4,4,4
7915,0,0,0,0
7916,18,48,78,353
7918,8,21,21,21
7922,0,0,0,0
7925,30,60,90,179
7926,2,25,55,145
7929,0,0,0,0
7930,17,21,21,21
7932,0,0,0,0
7933,0,0,0,0
7934,6,34,58,58
7935,0,0,0,0
7936,13,13,13,13
7938,0,29,59,334
7941,0,0,0,0
7942,0,0,0,0
7944,0,0,0,0
7945,0,0,0,0
7951,0,0,0,0
7952,9,39,69,344
7956,11,37,67,342
7958,2,32,62,337
7960,0,0,0,0
7962,0,0,0,0
7964,16,45,75,350
7967,0,0,0,0
7976,30,60,90,90
7979,0,0,0,0
7982,3,33,63,338
7983,0,0,0,0
7984,7,37,67,67
7985,8,19,39,39
7990,2,32,62,337
7991,22,38,63,139
7996,0,0,0,0
7999,0,0,0,0
8000,0,0,0,0
8001,0,0,0,0
8004,0,0,0,0
8012,0,0,5,76
8014,0,0,0,0
8016,0,0,0,0
8017,0,0,0,0
8018,3,33,63,63
8022,0,0,0,235
8023,0,1,30,283
8027,4,29,59,148
8028,3,33,63,152
8029,6,22,52,327
8032,3,33,63,338
8034,0,0,0,0
8035,17,47,77,352
8036,20,32,32,32
8038,0,1,30,30
8039,0,0,0,0
8040,8,8,13,288
8042,0,0,0,0
8046,1,15,15,104
8048,9,35,64,64
8051,2,24,54,199
8052,0,0,0,0
8055,0,0,0,0
8056,15,45,75,350
8057,7,30,44,44
8058,3,30,57,247
8059,0,0,0,0
8061,0,0,0,0
8062,0,0,0,0
8065,0,0,0,0
8066,0,28,58,333
8068,0,0,0,0
8071,0,0,0,0
8072,1,26,56,242
8073,26,56,86,143
8075,0,0,0,206
8077,0,0,5,280
8079,0,0,0,0
8085,0,0,0,0
8087,0,0,0,0
8088,9,37,67,177
8092,0,0,0,0
8093,2,32,62,337
8096,0,0,0,0
8097,0,0,0,248
8103,0,0,0,0
8109,13,37,62,62
8110,0,0,0,0
8115,0,0,0,0
8116,0,0,0,0
8117,19,47,77,105
8118,0,0,0,0
8121,7,37,67,156
8122,0,0,3,278
8123,0,0,0,0
8124,2,22,48,48
8126,30,60,90,179
8128,3,21,44,44
8129,2,30,52,52
8133,17,28,57,57
8134,0,0,0,0
8135,0,26,56,56
8136,0,0,0,0
8138,4,7,7,7
8140,0,1,23,68
8142,6,36,59,146
8143,16,16,16,16
8144,0,0,0,0
8150,0,0,0,0
8151,1,8,38,304
8154,5,33,63,171
8156,0,0,0,0
8159,0,0,0,0
8165,0,0,0,0
8166,0,0,4,93
8167,0,0,0,0
8168,3,33,63,234
8173,19,49,78,78
8175,0,0,0,0
8177,30,59,59,277
8180,0,0,0,4
8182,0,0,0,0
8183,30,60,90,363
8187,0,0,0,0
8189,0,0,0,0
8190,0,0,0,0
8191,0,0,0,0
8194,0,0,0,0
8195,10,34,64,169
8199,0,0,0,0
8202,18,45,75,133
8204,8,10,40,130
8206,2,31,61,232
8207,0,0,0,0
8211,2,5,24,113
8213,0,0,0,0
8214,13,43,73,348
8215,0,15,45,135
8216,0,0,0,0
8217,9,27,27,206
8219,5,31,61,275
8220,0,0,0,0
8221,0,0,0,0
8222,0,0,0,0
8223,0,5,8,97
8225,4,32,62,330
8226,8,38,68,68
8227,2,32,52,131
8231,0,0,0,0
8234,8,25,25,57
8235,3,25,53,298
8237,0,0,0,0
8239,0,16,46,321
8240,0,0,0,0
8241,6,29,54,323
8245,0,0,0,0
8246,10,23,23,37
8248,4,32,32,34
8249,22,52,82,357
8251,0,0,0,143
8252,0,0,0,0
8253,0,0,0,0
8254,0,0,20,288
8255,22,52,81,81
8257,0,0,0,25
8259,0,0,0,0
8262,4,34,64,339
8268,0,0,0,0
8270,0,6,6,6
8273,21,28,28,28
8277,27,57,87,177
8278,2,32,39,57
8280,0,12,18,31
8284,3,32,62,326
8290,0,0,0,0
8292,0,2,31,31
8293,0,0,0,0
8296,0,0,0,0
8298,0,0,0,0
8300,0,0,0,0
8303,0,0,0,0
8304,0,0,0,0
8306,0,0,0,0
8307,0,0,0,0
8310,12,42,72,252
8314,0,0,0,0
8317,0,0,0,0
8318,13,43,73,73
8321,2,15,25,82
8326,0,0,0,0
8328,4,33,62,62
8329,0,0,0,0
8333,0,0,0,0
8334,2,15,33,183
8339,0,0,0,10
8342,3,7,8,8
8343,0,2,32,307
8344,0,0,0,0
8349,2,32,62,62
8352,14,30,60,150
8353,0,0,0,0
8354,0,0,0,0
8357,2,19,22,51
8360,3,6,36,311
8362,0,5,35,215
8365,3,7,8,8
8366,2,32,62,325
8367,0,0,0,0
8370,0,0,0,0
8371,0,0,30,92
8372,2,2,2,2
8375,2,6,36,126
8376,5,35,65,336
8378,0,0,3,3
8379,0,0,0,0
8380,29,59,89,179
8382,7,7,7,7
8386,29,59,89,179
8388,0,0,0,0
8390,0,0,0,0
8391,0,0,0,0
8393,0,0,0,0
8401,0,0,0,0
8407,10,36,66,156
8412,1,25,32,258
8413,3,22,40,70
8414,25,51,77,77
8418,0,8,25,59
8419,16,16,42,317
8420,0,0,0,0
8422,0,0,0,0
8424,16,16,37,37
8425,29,59,89,179
8426,5,35,65,340
8428,3,33,63,90
8429,0,0,0,0
8430,0,0,0,0
8432,0,0,5,218
8433,0,0,0,0
8436,0,11,11,11
8437,27,57,87,362
8439,0,0,0,0
8441,8,38,68,336
8445,9,39,63,282
8448,0,0,0,0
8450,2,26,53,206
8451,0,2,32,150
8452,2,2,2,2
8454,0,0,0,157
8458,0,0,0,0
8461,0,0,0,0
8462,10,10,10,10
8464,0,1,31,121
8465,0,0,0,0
8466,0,0,0,0
8468,0,0,0,0
8471,24,54,84,174
8473,0,27,27,27
8476,28,58,88,178
8478,2,26,54,270
8479,4,34,46,46
8484,3,33,63,152
8485,0,0,0,0
8488,0,0,0,0
8489,11,11,16,55
8490,0,0,0,0
8492,0,0,0,0
8494,3,14,16,122
8497,5,30,56,56
8500,0,0,0,0
8502,5,30,60,149
8503,11,41,71,160
8505,0,0,0,0
8507,3,26,56,146
8509,29,59,89,269
8511,6,9,39,129
8512,23,53,83,358
8514,15,45,75,350
8516,29,59,89,364
8519,6,36,64,339
8521,2,19,48,48
8522,2,12,12,212
8525,0,6,6,40
8526,0,0,0,157
8533,28,56,84,330
8534,28,41,41,75
8535,0,0,0,0
8537,10,35,65,340
8541,3,15,45,45
8542,12,42,72,347
8543,0,28,58,58
8546,0,0,0,0
8552,0,0,0,0
8553,0,0,0,0
8554,11,11,11,36
8555,0,0,0,0
8557,15,34,64,154
8558,0,0,0,0
8560,3,33,63,153
8569,0,1,31,121
8570,0,0,0,0
8571,20,48,48,235
8574,0,0,0,0
8578,8,30,60,335
8581,5,30,60,320
8582,14,44,74,74
8584,0,28,58,333
8585,0,1,31,306
8588,3,9,9,277
8590,1,31,61,118
8591,12,22,22,22
8592,8,22,22,22
8593,0,0,0,0
8594,0,0,0,0
8595,0,0,0,0
8600,0,0,0,0
8603,4,4,4,4
8605,2,28,52,109
8606,1,13,43,318
8608,17,47,77,352
8610,0,0,0,0
8611,29,59,89,364
8614,19,19,19,91
8615,14,41,71,161
8616,0,0,1,2
8620,2,3,33,297
8621,0,0,0,0
8622,0,0,0,0
8625,0,0,0,0
8626,0,0,0,0
8627,6,35,65,340
8628,0,0,0,0
8632,0,20,50,312
8633,0,0,0,0
8634,8,11,25,25
8637,1,16,16,173
8640,0,0,0,0
8641,4,34,64,150
8646,0,0,0,0
8648,0,0,0,54
8649,0,0,0,188
8651,5,14,39,306
8654,0,0,0,233
8655,30,60,90,180
8656,8,38,68,343
8659,0,24,54,54
8660,0,14,40,211
8666,0,0,0,0
8668,0,0,0,0
8670,14,44,74,231
8671,17,47,76,76
8672,7,18,48,194
8674,7,35,65,149
8679,0,0,0,62
8680,7,37,67,301
8681,18,48,78,353
8682,0,0,0,0
8683,0,0,0,0
8684,17,17,17,34
8686,0,0,0,0
8687,5,31,61,106
8689,7,34,34,34
8690,0,0,0,0
8695,0,0,0,0
8697,0,0,0,0
8698,0,0,0,0
8700,0,25,55,55
8702,0,2,32,276
8704,16,46,76,351
8705,0,26,56,236
8706,29,59,89,89
8707,2,2,2,2
8708,0,0,0,0
8711,0,0,0,0
8712,30,60,90,180
8717,0,0,0,0
8718,14,44,74,273
8719,0,0,0,0
8721,0,0,0,0
8723,0,0,0,0
8724,0,0,0,0
8725,3,33,63,338
8728,0,0,0,0
8729,0,29,59,322
8730,28,58,88,363
8731,0,1,31,306
8734,7,35,39,303
8735,12,42,72,72
8738,4,27,49,243
8739,0,0,0,0
8740,29,59,89,364
8741,0,0,0,0
8744,0,0,0,0
8745,1,19,23,234
8746,0,0,0,32
8748,2,28,28,28
8749,12,42,72,162
8752,9,37,67,157
8753,0,0,0,0
8754,0,0,0,0
8755,0,0,0,157
8757,5,21,47,311
8758,30,60,90,179
8759,6,34,58,58
8760,5,35,64,64
8761,2,2,27,120
8762,0,0,0,0
8763,0,0,0,0
8764,0,0,0,0
8767,1,20,50,294
8768,0,0,0,0
8770,0,17,17,204
8771,0,0,0,0
8773,3,33,63,338
8774,0,0,0,0
8776,0,0,0,0
8777,15,21,39,39
8778,0,0,0,0
8781,0,0,6,96
8786,1,1,1,3
8787,0,0,0,0
8790,3,33,63,151
8791,4,34,64,339
8792,0,0,0,0
8793,11,41,66,341
8796,0,0,0,0
8800,27,57,87,177
8801,3,33,63,338
8802,0,0,0,0
8803,0,0,0,0
8804,0,0,0,0
8805,2,2,2,66
8806,5,28,58,148
8809,17,47,76,103
8810,0,30,60,118
8812,0,0,0,0
8814,6,19,35,155
8816,4,15,44,44
8817,0,0,0,0
8818,10,10,17,191
8819,1,29,59,264
8820,2,2,2,150
8821,0,0,0,0
8823,30,60,90,176
8824,30,60,90,365
8826,8,38,68,95
8827,0,0,0,0
8828,24,54,84,286
8829,0,0,0,0
8832,0,0,0,0
8835,3,33,63,338
8837,5,34,64,64
8838,0,0,0,0
8839,0,0,0,0
8840,16,46,75,75
8841,0,0,0,0
8842,26,52,82,82
8845,3,3,3,3
8846,9,39,69,344
8847,0,0,0,0
8849,0,0,0,0
8850,4,15,45,128
8852,0,0,0,0
8854,6,36,66,124
8855,13,43,72,72
8857,0,0,0,0
8858,0,0,0,0
8860,29,59,89,89
8861,0,0,0,0
8863,0,0,0,0
8864,4,28,54,54
8866,0,0,0,0
8868,1,2,32,32
8869,0,0,0,0
8870,30,60,90,365
8871,0,0,0,0
8872,0,0,0,0
8874,6,6,6,254
8876,18,18,18,163
8877,11,28,58,107
8878,3,33,63,338
8879,4,34,54,116
8881,30,60,90,180
8884,3,33,63,153
8887,0,0,0,0
8888,0,0,0,33
8889,22,49,69,69
8890,30,30,30,30
8895,2,5,14,26
8896,0,0,0,0
8897,0,0,0,0
8901,26,55,85,175
8902,0,0,0,4
8903,29,59,89,364
8904,0,0,0,0
8905,0,0,4,93
8906,0,27,57,332
8907,9,39,68,335
8909,15,45,75,165
8911,7,28,58,147
8913,0,0,0,0
8915,0,0,0,0
8916,0,0,0,0
8917,0,0,0,0
8918,6,36,66,341
8919,0,0,0,0
8920,0,1,31,306
8921,0,0,0,0
8922,16,16,27,141
8923,12,39,39,39
8926,0,10,10,40
8927,0,4,6,204
8929,1,6,36,311
8934,30,60,90,365
8936,3,7,37,312
8939,12,12,12,137
8940,0,0,0,0
8943,0,0,0,0
8945,0,18,48,323
8947,0,0,0,0
8949,3,33,63,90
8950,1,3,8,106
8951,7,26,26,26
8952,0,7,36,36
8953,0,0,0,0
8956,0,0,0,0
8961,0,0,0,7
8965,0,0,0,0
8966,0,0,0,0
8967,0,0,0,0
8968,1,21,51,51
8969,5,35,61,190
8970,28,58,88,178
8971,10,40,70,160
8972,18,46,76,351
8976,0,0,0,0
8977,3,33,62,62
8979,10,40,61,236
8980,14,44,74,349
8982,6,8,8,190
8984,23,52,82,170
8985,0,0,0,0
8986,2,12,42,69
8987,0,0,16,106
8990,3,20,38,122
8992,0,0,0,0
8993,7,7,10,99
8994,2,32,62,337
8995,0,0,0,0
8998,6,18,48,138
8999,7,37,67,93
9001,13,41,70,70
9002,0,0,0,0
9003,0,0,10,197
9004,30,60,90,270
9007,9,23,53,328
9009,4,9,39,39
9010,0,0,0,0
9011,0,0,0,0
9013,3,33,63,338
9014,10,40,70,345
9015,0,0,0,0
9017,0,0,0,0
9018,0,0,0,2
9021,7,34,64,332
9023,0,0,0,0
9024,7,7,7,159
9026,19,39,69,159
9027,3,6,6,6
9028,0,22,51,51
9029,3,12,40,40
9030,29,59,89,364
9031,0,0,0,0
9035,4,32,34,309
9038,1,23,51,160
9041,1,23,53,124
9044,0,0,0,0
9045,17,47,47,266
9046,4,4,4,251
9048,0,0,0,0
9049,27,57,87,177
9051,6,36,66,66
9052,29,59,89,364
9053,0,20,50,325
9056,16,46,76,350
9058,0,29,59,87
9060,9,36,66,341
9061,10,11,11,105
9063,26,56,85,85
9064,0,2,32,292
9065,19,49,79,354
9066,0,0,0,0
9067,0,0,0,0
9069,15,45,74,74
9071,1,1,10,75
9072,30,60,90,179
9075,0,0,0,157
9079,0,0,0,0
9081,1,12,26,26
9082,8,38,68,342
9084,11,41,71,346
9087,15,45,75,339
9090,0,24,49,125
9092,9,36,66,341
9093,0,0,0,0
9095,0,0,0,0
9096,0,0,0,0
9097,21,51,81,356
9098,0,0,0,0
9099,0,0,0,2
9101,5,28,58,145
9103,0,0,0,0
9104,2,32,62,62
9105,0,0,0,0
9106,0,0,0,0
9108,3,4,31,31
9114,0,0,0,0
9115,18,46,46,46
9116,0,0,0,0
9118,24,54,83,83
9119,0,0,0,0
9120,0,0,0,115
9121,0,0,0,0
9122,0,0,0,0
9123,0,0,0,0
9124,3,33,63,338
9125,0,0,0,0
9126,17,43,73,73
9128,0,26,56,331
9130,1,26,56,331
9132,14,16,46,226
9137,23,53,83,173
9138,0,0,28,194
9139,0,21,51,231
9140,0,0,0,0
9141,0,0,1,204
9142,8,8,8,133
9143,0,3,32,32
9144,6,34,34,34
9146,0,0,17,107
9147,0,0,0,0
9148,0,24,54,54
9150,0,4,4,4
9151,6,36,66,66
9152,15,20,49,49
9153,0,0,0,0
9154,0,1,1,1
9155,7,37,67,157
9157,5,35,65,340
9159,3,25,42,239
9160,0,24,54,322
9161,2,30,60,284
9162,18,47,77,257
9163,9,39,69,69
9164,29,59,86,86
9165,0,0,0,0
9166,0,0,0,0
9168,0,0,0,0
9169,0,0,0,0
9170,1,31,57,57
9171,0,0,0,0
9173,11,40,70,136
9174,0,23,50,268
9175,24,54,84,84
9177,4,34,60,300
9179,1,1,6,281
9184,0,0,0,0
9185,0,0,0,0
9186,0,0,0,0
9188,0,0,0,0
9190,0,0,0,0
9192,10,40,70,160
9195,0,0,0,0
9196,0,0,0,0
9197,1,16,43,119
9198,0,0,0,0
9199,8,21,21,21
9200,0,16,46,136
9206,0,0,0,0
9208,0,0,0,0
9209,2,2,4,48
9210,0,0,0,217
9211,0,0,0,0
9213,0,0,0,0
9214,1,1,1,1
9215,0,0,0,0
9217,0,0,0,0
9219,30,60,90,179
9220,0,0,0,153
9221,0,0,0,0
9222,0,0,0,0
9223,8,32,55,324
9224,19,49,79,168
9225,29,59,89,364
9226,26,56,86,361
9229,10,29,49,198
9230,30,60,90,365
9231,30,60,90,365
9233,0,0,0,0
9236,0,0,0,0
9238,2,21,51,84
9239,0,0,13,13
9240,5,34,64,339
9241,0,0,0,0
9242,0,0,0,0
9243,0,0,0,0
9247,0,0,0,0
9250,0,0,0,0
9257,0,0,0,0
9258,0,0,0,0
9259,0,0,0,0
9261,2,2,11,195
9262,30,47,70,159
9264,27,57,87,177
9268,18,20,20,20
9270,9,9,9,9
9273,0,0,0,157
9277,17,47,49,49
9278,3,3,3,3
9279,0,0,0,158
9280,0,19,49,324
9281,0,2,8,272
9283,3,25,50,302
9284,30,60,90,365
9286,0,0,4,4
9288,0,0,0,0
9289,0,0,0,0
9290,6,28,49,130
9291,0,0,0,0
9295,0,0,27,301
9300,4,32,32,32
9301,4,28,52,141
9302,30,60,90,365
9303,0,0,0,0
9304,29,59,89,179
9305,6,34,64,339
9307,10,29,59,334
9308,0,0,0,0
9309,0,0,0,0
9310,2,31,57,242
9311,2,2,2,2
9312,0,0,0,0
9313,0,0,0,0
9315,1,31,61,218
9316,0,0,0,0
9317,3,5,23,65
9318,29,59,89,364
9320,22,22,39,67
9321,0,2,2,4
9322,16,46,76,76
9326,18,48,78,78
9327,3,29,41,113
9328,7,37,67,67
9329,19,25,42,42
9330,0,0,0,0
9332,6,20,31,207
9333,4,11,39,39
9335,1,20,44,90
9336,23,53,83,358
9339,0,0,4,4
9340,0,0,0,264
9342,0,0,0,0
9343,0,0,0,0
9345,6,36,66,155
9349,30,60,62,62
9350,19,49,79,107
9351,0,0,0,33
9352,0,0,0,0
9353,12,12,12,12
9354,0,8,38,313
9355,0,0,0,0
9361,0,0,0,0
9364,0,9,9,248
9366,3,33,63,338
9367,1,31,59,288
9369,27,57,87,361
9371,0,0,0,0
9374,8,9,9,9
9375,0,1,1,1
9376,25,55,72,162
9377,0,0,0,0
9378,0,0,0,0
9384,0,0,0,0
9385,3,22,22,22
9386,0,18,45,92
9387,25,55,85,360
9388,0,0,0,0
9389,3,31,61,61
9393,11,27,57,57
9394,24,54,84,173
9398,30,60,90,180
9399,9,9,9,49
9401,0,28,58,58
9402,3,32,62,269
9403,0,0,0,0
9404,0,27,56,56
9407,0,0,0,0
9408,0,0,0,0
9409,2,2,2,2
9410,0,0,0,0
9412,8,38,68,327
9415,0,0,0,0
9416,30,60,90,365
9419,0,0,0,0
9420,19,49,78,78
9421,2,25,46,128
9422,3,23,43,43
9424,5,30,60,150
9425,0,0,0,0
9427,0,0,0,0
9428,11,41,71,317
9429,0,0,0,0
9431,12,18,48,48
9432,0,0,0,0
9433,15,42,72,252
9435,30,60,89,89
9436,2,21,41,167
9437,0,0,0,0
9441,0,1,31,280
9443,3,33,63,326
9444,2,2,2,44
9447,0,0,0,0
9448,24,54,83,83
9451,0,0,0,0
9454,0,0,0,0
9455,0,0,0,0
9456,25,25,25,25
9457,26,56,86,361
9458,19,49,79,79
9459,0,0,0,0
9461,15,45,75,165
9462,0,3,3,229
9465,0,0,0,0
9467,0,0,0,0
9470,0,0,0,0
9473,0,0,0,0
9474,8,34,64,64
9482,0,0,0,0
9485,0,0,0,0
9486,24,54,84,174
9487,0,0,0,0
9489,4,34,64,154
9490,0,0,0,0
9492,29,59,89,89
9493,2,32,62,62
9494,1,8,15,199
9495,19,49,79,354
9496,0,0,0,0
9497,0,0,0,0
9498,0,0,0,0
9499,29,59,89,364
9503,0,0,0,0
9504,0,0,0,247
9505,28,58,87,87
9506,29,59,89,364
9510,0,0,0,0
9512,4,23,30,72
9515,0,24,53,142
9517,3,16,46,321
9518,9,9,9,196
9519,0,0,0,0
9521,0,0,0,0
9522,0,8,23,50
9525,0,0,0,0
9526,3,33,63,338
9528,0,0,0,0
9529,0,0,8,8
9532,0,0,0,0
9534,0,0,0,0
9535,0,0,0,0
9536,0,0,0,0
9537,9,11,40,40
9538,0,27,57,332
9539,0,0,0,0
9541,0,2,32,121
9543,0,0,0,1
9544,3,23,53,280
9547,0,0,0,0
9548,18,48,78,353
9553,0,0,0,0
9557,0,0,0,0
9558,0,18,48,321
9559,11,11,11,11
9561,0,0,0,0
9562,2,32,62,214
9565,0,0,0,0
9566,5,5,5,6
9567,0,0,0,0
9569,15,15,15,280
9572,0,0,0,0
9576,5,5,5,274
9577,11,41,71,98
9578,3,31,31,31
9580,0,0,0,0
9583,0,0,0,0
9585,0,0,0,0
9588,0,0,0,0
9589,0,0,0,0
9591,0,0,0,0
9592,8,38,68,341
9597,3,33,63,338
9602,2,13,13,231
9611,29,59,85,85
9612,0,0,0,0
9613,0,0,0,0
9614,0,0,0,0
9616,20,49,49,49
9618,1,29,52,52
9619,0,0,0,0
9628,30,60,90,270
9632,3,23,53,53
9633,2,17,47,272
9635,0,0,0,0
9637,5,34,60,149
9638,0,0,0,0
9641,0,13,38,171
9642,20,50,80,355
9643,0,0,0,0
9645,5,30,60,318
9646,0,0,0,0
9647,28,58,88,88
9648,0,0,0,62
9649,2,32,62,152
9652,0,0,4,7
9654,0,0,0,0
9655,0,26,56,146
9658,0,0,0,0
9659,5,35,65,65
9660,14,44,74,163
9661,0,0,0,0
9663,18,48,78,78
9665,4,34,64,154
9669,27,57,87,177
9673,7,37,64,339
9674,0,0,0,0
9675,3,30,33,33
9679,0,0,28,118
9680,4,30,55,303
9681,0,0,0,151
9682,0,0,0,0
9683,0,0,3,278
9685,0,0,0,0
9686,4,34,64,243
9687,6,29,59,334
9691,0,0,0,0
9692,0,0,0,0
9696,0,0,0,0
9698,2,2,6,63
9701,0,0,0,0
9703,0,0,0,0
9705,0,29,59,334
9708,0,0,0,0
9710,16,46,76,76
9712,0,0,0,0
9715,0,0,0,0
9716,17,47,77,257
9719,0,0,0,0
9720,1,31,61,61
9721,0,0,0,0
9722,4,32,55,117
9728,10,40,70,160
9729,0,0,0,0
9733,0,0,0,0
9734,0,0,0,0
9735,1,18,32,83
9737,0,0,0,0
9739,0,11,20,214
9743,0,0,0,0
9744,6,22,43,253
9745,0,0,0,0
9747,9,30,60,150
9750,3,32,60,307
9752,0,0,0,0
9756,4,27,57,303
9758,2,32,62,126
9759,7,37,65,340
9764,0,0,0,0
9769,3,33,61,61
9770,0,0,0,0
9771,9,37,67,342
9773,9,32,32,32
9774,0,0,0,0
9777,0,0,0,217
9778,11,37,63,153
9779,3,10,26,26
9780,2,6,9,254
9786,0,0,0,0
9788,0,0,0,0
9790,0,28,57,57
9792,0,0,0,0
9795,13,43,73,163
9796,0,0,0,0
9797,19,49,79,354
9799,0,0,0,0
9802,0,0,0,0
9803,0,0,25,64
9805,0,0,0,248
9807,0,0,0,0
9809,0,0,0,0
9810,0,0,0,0
9812,0,0,0,0
9813,3,29,56,56
9814,13,40,40,40
9817,0,0,0,0
9820,12,42,72,162
9822,0,0,0,0
9823,10,40,70,337
9824,2,9,9,152
9826,3,18,18,225
9828,0,0,0,0
9830,0,0,0,0
9831,0,0,0,0
9832,1,1,1,214
9835,0,30,60,150
9838,3,21,44,44
9840,0,0,1,68
9841,0,0,4,183
9843,23,46,76,165
9844,0,12,42,42
9845,10,40,70,160
9847,6,31,61,316
9848,3,33,63,338
9849,0,0,3,3
9850,0,0,0,0
9851,0,0,0,0
9854,12,42,72,347
9855,17,47,77,352
9856,0,0,21,296
9859,0,0,0,0
9860,0,0,0,0
9861,6,34,62,314
9863,2,29,59,116
9864,7,37,67,157
9865,2,19,41,69
9866,10,38,68,125
9867,26,26,53,142
9868,17,46,76,76
9870,0,0,0,0
9873,0,0,0,0
9874,0,0,0,0
9875,0,0,0,0
9876,0,0,0,64
9877,7,31,60,60
9878,0,0,0,63
9879,0,0,0,0
9881,0,0,0,0
9882,0,0,0,0
9886,4,34,63,63
9887,2,20,35,295
9888,7,7,7,121
9889,0,0,0,0
9891,0,0,0,0
9893,11,39,69,248
9894,0,0,0,0
9896,0,0,0,0
9899,5,31,61,61
9900,0,0,0,247
9902,0,0,0,0
9905,28,58,88,177
9908,24,54,84,359
9909,0,1,31,302
9916,0,0,0,44
9917,29,59,89,364
9919,17,47,77,173
9920,6,27,57,202
9921,0,0,0,0
9923,3,8,8,8
9926,0,0,0,0
9927,0,0,0,0
9928,10,40,66,66
9929,7,37,67,328
9930,0,0,0,0
9932,14,44,74,74
9935,0,0,4,279
9936,11,39,46,268
9938,0,0,0,0
9940,9,25,55,144
9942,0,0,0,0
9943,0,0,0,0
9945,0,0,0,0
9946,0,2,31,31
9947,0,0,0,0
9948,10,40,70,160
9951,28,58,88,88
9953,30,60,90,365
9959,0,0,0,0
9960,0,0,0,0
9961,0,0,0,141
9963,2,27,57,140
9964,0,0,0,0
9965,7,34,64,125
9966,23,53,83,353
9967,1,1,2,2
9968,0,23,49,91
9970,0,0,0,0
9971,10,40,70,345
9972,4,4,4,224
9973,9,27,57,287
9974,0,0,0,0
9975,14,44,74,346
9976,1,16,18,18
9978,2,4,34,54
9979,3,23,52,267
9980,2,24,54,306
9982,0,0,0,0
9983,17,33,33,281
9984,18,35,53,304
9985,0,0,0,0
9989,6,36,66,66
9991,6,36,66,156
9993,1,1,23,23
9995,30,32,32,250
10000,0,0,0,0
10002,4,4,4,233
10003,0,0,0,0
10004,0,0,0,0
10006,0,0,0,0
10008,2,29,59,84
10009,0,0,0,0
10010,0,26,56,328
10011,2,18,46,259
10012,0,0,0,0
10015,2,2,2,2
10016,2,19,49,324
10019,11,41,71,346
10021,25,55,85,175
10022,17,17,17,109
10026,0,0,0,0
10027,24,54,84,338
10028,24,54,84,358
10031,27,57,87,87
10032,29,56,56,56
10033,25,55,84,84
10034,0,3,33,308
10036,13,43,73,253
10038,20,32,32,32
10039,0,0,4,4
10040,10,40,70,159
10041,1,31,57,133
10042,25,54,54,54
10043,0,0,0,0
10044,0,0,0,0
