,availability_30,availability_60,availability_90,availability_365
17485,30,60,90,365
17487,0,0,0,34
17488,3,30,53,281
17492,14,44,74,74
17493,0,0,0,212
17495,1,1,1,1
17496,0,0,0,0
17499,18,48,78,78
17501,0,0,0,0
17502,0,0,0,0
17504,0,0,0,0
17505,14,21,21,21
17506,10,40,70,70
17509,0,22,38,38
17511,0,20,32,32
17513,28,58,84,84
17514,13,35,60,60
17515,14,30,55,55
17516,0,13,38,38
17524,0,0,0,0
17525,17,45,74,74
17530,0,0,0,0
17531,0,3,29,61
17534,0,0,0,0
17537,0,10,35,254
17542,29,59,89,364
17543,0,0,0,0
17549,0,18,18,18
17553,0,0,0,0
17560,3,33,63,63
17562,2,32,62,242
17567,1,31,59,304
17569,0,0,0,0
17570,13,21,51,51
17571,6,36,60,335
17573,0,30,60,150
17574,13,43,73,73
17575,0,0,0,0
17576,1,9,39,114
17577,0,0,0,0
17586,0,14,15,45
17589,0,0,0,0
17590,0,22,52,128
17593,0,0,0,0
17594,0,0,0,245
17595,0,0,0,0
17596,29,59,89,364
17599,14,44,74,74
17602,0,0,0,0
17603,11,24,49,50
17604,0,2,32,32
17606,6,18,33,34
17608,29,59,89,364
17610,10,40,69,69
17611,1,19,49,139
17612,29,59,89,364
17614,30,60,90,90
17615,30,60,89,89
17617,29,59,89,364
17622,22,51,51,51
17623,5,35,65,245
17624,0,7,28,196
17625,2,32,62,337
17631,0,0,0,0
17633,0,0,0,0
17635,10,40,70,70
17640,0,0,0,0
17641,22,52,81,81
17643,23,53,83,358
17647,0,0,0,0
17649,0,0,0,0
17651,16,46,68,158
17653,6,36,66,66
17654,0,0,0,0
17655,6,36,65,65
17658,2,18,48,323
17659,5,33,63,63
17664,10,40,70,345
17666,0,3,27,206
17667,5,14,37,126
17668,0,0,0,20
17669,0,0,0,0
17670,0,0,0,0
17671,19,49,79,169
17672,17,47,77,167
17674,0,2,28,28
17678,21,51,81,81
17679,0,0,0,0
17681,6,6,6,6
17682,0,0,0,0
17684,13,43,73,73
17686,0,0,0,0
17688,17,47,77,77
17692,8,28,58,58
17693,0,0,0,0
17695,0,1,31,31
17705,1,28,58,213
17708,0,1,31,121
17709,0,0,0,0
17710,0,0,0,0
17713,0,0,0,0
17714,16,16,16,16
17715,4,34,64,64
17716,30,60,90,365
17719,0,0,0,0
17721,5,35,65,65
17722,0,0,0,0
17726,0,0,0,0
17728,1,1,1,247
17730,0,0,0,0
17731,0,0,0,0
17733,23,53,83,358
17735,0,0,1,124
17736,4,34,64,64
17738,2,10,19,219
17739,0,0,0,0
17740,6,20,20,155
17741,0,0,0,0
17745,0,2,32,32
17747,0,0,0,0
17748,0,0,0,0
17750,7,24,42,302
17752,2,32,62,151
17754,0,0,0,0
17755,0,0,0,0
17756,22,52,82,357
17757,5,35,65,340
17758,3,33,63,338
17759,0,0,0,0
17760,0,0,0,0
17764,3,33,63,337
17771,0,21,51,325
17778,3,28,48,259
17779,0,22,52,303
17781,28,58,88,88
17783,0,0,5,184
17784,3,33,63,245
17786,0,0,0,0
17787,0,0,0,0
17788,7,12,12,12
17793,0,0,0,0
17794,14,44,74,164
17795,0,22,47,129
17797,12,41,71,71
17798,0,30,60,242
17799,5,35,65,155
17800,7,29,38,112
17802,0,0,0,0
17803,5,35,65,340
17804,0,0,0,0
17811,18,48,78,353
17814,22,52,82,269
17815,10,40,70,70
17816,30,60,86,86
17818,29,59,89,364
17821,9,37,64,337
17822,9,37,67,341
17824,5,30,59,331
17825,0,0,0,0
17828,20,49,79,354
17830,0,0,0,0
17836,16,46,76,256
17839,3,3,3,69
17844,0,0,0,0
17845,0,0,0,0
17847,2,32,62,62
17848,28,58,88,356
17850,0,0,0,0
17851,22,52,81,81
17853,7,37,67,156
17854,15,45,75,258
17859,21,51,81,356
17860,25,55,85,360
17861,29,59,88,363
17862,0,0,0,0
17863,27,52,52,115
17864,0,0,0,0
17865,0,0,0,0
17866,0,17,47,322
17867,1,21,35,41
17868,11,39,65,115
17870,0,0,0,0
17871,0,0,0,0
17872,3,29,49,291
17873,0,0,0,0
17878,1,31,61,336
17879,0,0,0,0
17880,0,0,0,0
17884,0,28,58,220
17885,19,42,72,347
17886,29,59,89,364
17888,0,0,0,0
17890,0,0,0,0
17894,0,0,0,0
17897,0,0,0,0
17898,0,0,0,0
17900,0,0,12,12
17901,0,0,0,1
17902,5,33,49,139
17903,6,36,66,156
17906,0,0,0,0
17907,0,0,0,0
17909,11,41,71,346
17911,0,0,17,17
17912,18,48,78,353
17916,0,0,0,0
17917,11,31,52,312
17921,2,30,56,331
17922,0,6,18,208
17923,0,0,0,213
17925,10,37,47,107
17926,0,0,0,0
17927,0,0,0,0
17928,16,22,22,22
17929,1,25,55,289
17930,30,60,90,180
17931,0,1,31,121
17933,13,43,73,340
17934,0,28,58,115
17937,4,4,22,22
17940,3,33,63,245
17942,17,46,54,54
17943,4,33,63,146
17944,25,30,30,126
17946,2,27,57,145
17947,1,11,35,214
17948,9,27,57,332
17950,0,0,0,0
17952,0,0,0,0
17954,21,51,81,355
17955,0,0,0,0
17957,0,0,0,0
17959,0,0,0,0
17961,0,0,0,0
17962,0,0,0,0
17963,3,3,3,3
17965,0,2,32,306
17966,3,28,30,231
17967,10,34,64,143
17971,20,50,80,355
17972,15,45,75,350
17973,3,30,54,107
17975,3,32,62,244
17976,4,8,8,197
17980,29,59,89,89
17981,3,3,3,17
17982,29,59,89,178
17983,0,0,0,92
17985,18,48,78,105
17988,0,26,56,56
17993,0,0,0,0
17994,0,0,0,0
17996,20,50,80,355
17999,24,54,83,83
18000,0,0,22,202
18002,17,47,75,75
18003,0,0,0,0
18006,0,0,0,0
18007,0,0,0,62
18011,0,0,0,0
18014,0,0,0,0
18018,0,0,0,0
18026,0,0,0,0
18029,1,1,18,42
18032,23,53,83,357
18035,8,38,65,321
18036,6,36,66,341
18041,6,36,66,332
18045,0,0,0,0
18046,25,55,85,85
18057,0,0,0,0
18058,0,0,0,0
18059,0,0,0,0
18061,3,18,37,219
18062,27,57,87,362
18072,0,0,0,0
18074,5,35,65,333
18075,6,36,65,65
18078,22,48,78,353
18079,0,0,0,0
18080,3,31,31,31
18081,27,57,87,362
18083,12,31,44,319
18084,4,23,53,281
18086,0,0,0,0
18087,2,13,22,124
18088,0,0,0,0
18089,4,21,45,219
18094,11,39,69,69
18096,0,0,0,0
18098,2,32,62,337
18099,11,28,46,292
18102,0,0,0,0
18105,0,0,0,0
18107,0,0,0,0
18110,0,0,0,0
18112,0,0,0,0
18113,6,33,63,242
18114,28,58,88,363
18115,0,0,0,0
18117,0,0,0,0
18121,0,0,0,0
18122,2,23,44,44
18123,1,4,18,84
18126,29,59,89,179
18128,0,2,32,32
18134,0,0,0,0
18135,18,46,76,320
18138,22,22,22,22
18139,24,54,84,359
18140,10,40,70,345
18143,0,0,0,0
18145,10,37,67,335
18152,0,3,33,215
18156,6,36,66,341
18157,13,24,35,310
18158,0,0,0,0
18159,0,0,0,0
18160,2,6,6,6
18161,10,22,48,48
18164,6,34,64,338
18165,26,53,83,357
18166,1,6,6,19
18167,0,0,0,0
18168,2,16,16,22
18169,16,46,76,351
18171,6,6,16,16
18172,0,0,0,0
18174,28,58,88,181
18175,22,52,82,357
18177,0,2,32,32
18178,4,21,31,204
18179,29,59,89,364
18183,0,0,0,0
18185,7,17,34,284
18188,0,0,0,0
18189,14,25,43,278
18190,23,53,83,83
18194,4,19,37,276
18197,0,0,0,0
18199,5,20,20,24
18201,0,0,0,0
18202,1,31,61,141
18203,3,33,62,62
18204,6,36,66,66
18207,0,0,0,0
18208,2,32,62,180
18209,0,4,34,309
18211,0,0,0,0
18212,2,21,39,230
18213,27,39,52,52
18214,23,53,83,172
18218,0,1,27,302
18220,0,0,0,0
18221,0,0,0,0
18222,1,31,61,294
18225,10,39,69,69
18226,0,0,0,0
18230,23,50,75,303
18234,0,22,22,22
18235,0,0,0,0
18236,21,44,44,44
18241,0,0,0,0
18242,0,0,0,0
18245,0,0,0,0
18246,0,2,2,161
18247,5,31,53,328
18249,0,0,0,0
18250,0,0,0,154
18251,1,23,53,80
18252,15,28,58,297
18255,7,28,51,282
18256,2,22,52,309
18257,6,35,65,65
18261,0,0,0,0
18266,26,56,86,361
18269,15,45,75,255
18270,0,0,0,0
18276,0,0,0,0
18277,0,23,53,53
18279,0,0,0,248
18280,0,25,55,330
18283,0,0,0,0
18284,0,0,0,0
18287,0,0,0,0
18288,1,16,37,199
18289,0,29,57,200
18292,22,52,82,357
18295,5,35,65,333
18298,0,0,0,0
18301,14,44,73,73
18303,0,0,4,4
18304,9,38,68,68
18306,6,36,66,341
18307,0,20,32,234
18313,0,2,31,31
18316,12,42,72,347
18317,0,0,0,0
18323,0,0,0,0
18326,9,39,69,157
18327,0,0,0,0
18330,0,0,1,33
18331,0,0,0,0
18332,3,29,29,29
18334,0,0,0,0
18335,29,29,29,300
18336,9,27,53,261
18337,12,33,57,140
18340,0,0,0,0
18341,0,0,0,0
18342,14,41,71,161
18346,30,60,90,90
18348,16,46,76,165
18351,25,55,85,273
18354,5,6,6,6
18356,0,0,0,0
18357,2,25,51,51
18360,0,0,0,0
18363,1,18,39,120
18364,9,39,69,158
18368,20,50,80,170
18372,2,32,62,337
18376,5,35,39,39
18382,0,2,32,307
18384,0,0,0,0
18385,0,0,0,0
18386,0,0,0,0
18388,0,2,32,121
18389,18,47,77,166
18390,0,0,0,0
18392,17,47,77,328
18395,1,31,60,60
18397,0,0,5,280
18398,15,45,75,350
18401,14,43,73,343
18406,0,0,0,0
18407,0,0,0,0
18408,0,0,0,0
18410,10,40,70,345
18415,0,0,0,0
18416,0,0,29,304
18417,0,0,0,0
18418,6,36,66,341
18420,6,28,58,147
18422,0,0,0,0
18423,0,0,0,0
18426,13,25,25,289
18427,0,30,60,60
18431,2,2,2,2
18435,19,24,24,48
18436,10,29,29,54
18448,1,23,24,177
18449,0,0,0,0
18451,4,4,4,26
18457,22,24,24,24
18458,0,0,0,0
18467,17,47,77,167
18473,0,0,0,0
18474,30,60,90,365
18475,10,21,51,51
18477,0,0,5,184
18478,0,0,0,0
18479,0,0,0,27
18481,0,0,0,0
18482,0,27,57,146
18483,0,0,0,0
18484,8,24,44,240
18486,6,32,62,152
18488,0,0,0,0
18490,1,30,50,50
18491,0,0,0,0
18492,29,29,29,29
18501,0,0,0,0
18502,11,21,35,35
18505,20,50,80,170
18508,3,33,49,91
18510,1,4,7,7
18514,30,60,90,180
18515,0,0,0,0
18516,0,0,0,0
18519,10,40,70,345
18520,0,30,60,335
18521,10,40,70,160
18523,10,40,70,345
18536,0,0,0,0
18537,3,3,3,3
18538,2,32,62,241
18541,0,0,9,9
18542,7,37,64,64
18546,0,0,0,0
18547,5,22,52,138
18548,0,20,50,325
18550,0,0,0,0
18553,0,0,0,0
18555,0,0,0,0
18557,10,40,70,345
18559,20,50,80,170
18561,0,0,0,0
18563,0,0,0,0
18564,0,0,0,0
18565,2,24,45,242
18566,6,36,66,341
18568,0,0,0,0
18569,4,4,4,16
18570,6,36,66,341
18572,20,44,74,349
18577,0,0,0,0
18579,18,48,78,78
18581,8,37,37,37
18586,4,34,64,143
18587,0,0,16,16
18590,29,59,89,364
18593,15,15,15,77
18596,0,0,4,279
18597,0,0,0,63
18599,0,0,0,0
18600,0,0,0,0
18601,12,30,60,335
18604,0,0,0,0
18608,0,0,0,0
18612,30,60,90,180
18615,2,30,60,149
18616,0,19,42,214
18618,0,0,4,93
18622,2,32,62,152
18623,0,0,0,0
18624,4,33,49,84
18628,17,47,77,162
18629,1,1,1,1
18630,0,1,31,31
18632,0,25,55,144
18634,29,59,89,364
18636,21,51,81,356
18637,11,15,18,18
18638,3,33,63,242
18639,2,3,11,11
18640,29,59,89,364
18641,0,0,0,0
18642,8,28,46,47
18645,10,39,64,154
18647,4,4,4,162
18648,10,30,48,49
18650,0,0,0,0
18651,2,18,45,45
18653,29,59,89,89
18654,0,0,0,0
18658,2,32,62,152
18659,0,0,0,0
18662,12,32,62,337
18663,0,1,30,30
18664,0,0,0,247
18668,0,13,40,82
18669,6,32,62,326
18670,0,19,49,324
18672,0,0,0,0
18674,3,21,51,318
18675,2,32,62,337
18677,29,59,89,89
18679,22,52,82,357
18681,0,0,0,0
18682,0,2,2,2
18683,0,0,0,0
18684,0,0,0,44
18685,0,0,0,0
18686,13,43,73,348
18687,27,57,87,362
18690,3,3,3,174
18694,15,45,75,350
18695,17,17,17,211
18696,4,34,64,245
18697,25,55,85,360
18700,29,59,89,178
18703,5,9,9,9
18704,0,19,39,39
18706,28,58,88,88
18708,0,0,0,0
18710,0,1,31,31
18711,0,0,0,0
18715,0,3,33,90
18716,2,22,41,201
18718,9,39,69,344
18720,9,37,67,334
18721,0,0,0,267
18722,4,24,34,286
18723,5,28,47,257
18726,0,0,0,0
18728,3,30,60,60
18729,9,39,69,344
18730,30,60,90,365
18731,18,28,46,128
18732,27,57,87,362
18736,2,32,62,337
18739,0,0,0,0
18743,26,51,81,356
18744,1,21,41,124
18746,14,15,45,320
18748,0,0,0,0
18749,9,28,58,324
18754,0,13,43,318
18756,29,59,89,89
18757,0,8,24,199
18758,26,56,86,360
18760,0,0,0,0
18762,0,0,4,34
18765,5,35,63,326
18767,24,24,27,146
18769,27,57,84,84
18776,0,0,0,0
18778,9,9,12,12
18779,30,60,90,365
18780,2,20,33,93
18782,0,0,0,0
18783,0,0,1,1
18784,6,36,66,327
18793,0,0,0,0
18796,0,0,0,0
18798,15,45,73,342
18802,0,0,0,0
18805,23,53,83,83
18810,0,0,0,0
18811,12,42,72,161
18813,15,42,72,346
18815,6,22,41,227
18821,0,0,0,0
18822,21,37,50,325
18823,3,33,55,208
18824,0,0,0,0
18827,11,41,70,70
18828,0,0,0,0
18831,0,0,0,0
18834,4,34,64,64
18837,0,0,0,249
18838,2,32,58,58
18839,0,0,0,0
18840,0,12,42,69
18841,0,0,0,0
18842,0,0,0,0
18848,30,60,90,365
18849,19,46,75,75
18851,2,25,55,309
18852,21,21,21,83
18853,10,40,70,238
18854,2,11,31,73
18856,13,28,36,93
18859,0,25,55,330
18861,1,27,44,44
18862,23,53,83,83
18863,3,33,63,322
18864,0,0,0,73
18865,0,0,0,0
18869,0,0,0,0
18871,7,14,44,224
18874,0,0,0,0
18876,0,0,0,0
18877,0,0,0,0
18882,0,0,0,0
18884,20,50,79,79
18889,0,0,0,0
18891,9,39,69,245
18893,19,49,79,169
18894,0,0,0,0
18895,0,0,3,4
18898,0,0,0,0
18899,1,1,1,18
18901,1,25,55,301
18903,0,0,0,0
18904,0,0,0,0
18905,10,19,49,107
18909,0,0,0,0
18910,0,0,0,0
18913,0,0,0,0
18917,15,45,75,254
18922,7,37,67,67
18923,8,35,65,340
18924,15,45,75,254
18928,0,0,0,0
18930,0,0,0,0
18931,1,1,5,7
18932,29,41,41,41
18933,3,7,10,20
18937,0,0,0,187
18938,1,27,56,104
18940,0,0,0,0
18941,3,22,46,195
18942,4,24,42,296
18944,0,0,0,0
18949,4,19,42,122
18950,0,0,0,0
18952,17,47,77,256
18953,2,2,2,249
18957,12,42,71,71
18958,7,17,23,135
18959,0,0,0,0
18960,26,56,86,173
18961,3,21,44,318
18963,0,0,0,0
18964,0,0,0,0
18965,14,43,43,93
18966,0,19,49,232
18967,0,2,32,307
18969,18,48,78,168
18971,1,27,57,146
18973,0,9,38,68
18974,19,48,78,353
18976,0,0,0,0
18977,0,21,51,78
18979,0,26,56,145
18981,30,60,90,179
18983,4,12,42,42
18984,0,0,0,0
18987,0,2,32,32
18988,3,3,3,3
18993,2,31,61,223
18995,0,3,33,122
18998,4,26,55,329
18999,6,26,42,42
19001,0,0,0,0
19004,0,0,0,0
19006,24,52,80,352
19015,22,22,22,269
19016,0,0,0,0
19017,7,35,65,155
19019,0,0,0,0
19021,8,38,60,142
19022,3,9,12,102
19023,6,36,66,341
19026,0,0,0,0
19027,2,32,62,337
19030,9,9,9,9
19033,0,0,0,0
19034,0,1,31,121
19035,18,48,78,168
19036,0,2,14,14
19037,4,8,8,70
19038,0,0,0,0
19040,4,22,50,103
19045,29,59,89,89
19047,0,0,0,0
19049,8,32,62,62
19056,0,0,0,0
19059,28,58,87,87
19060,20,49,79,354
19063,25,55,85,85
19068,0,0,0,0
19069,0,0,0,123
19072,10,35,65,65
19073,2,2,2,2
19077,0,0,0,0
19078,3,3,13,13
19082,20,50,80,170
19083,0,0,0,0
19084,0,0,0,217
19088,0,0,0,0
19089,0,29,59,334
19090,0,0,0,248
19091,10,40,70,345
19093,18,48,78,353
19098,0,0,0,0
19099,1,5,21,228
19100,0,0,0,0
19102,0,0,0,0
19105,0,0,0,0
19106,1,1,1,56
19107,16,46,76,76
19108,0,0,0,0
19111,0,0,0,0
19112,16,46,76,341
19113,18,48,78,168
19114,2,32,62,337
19115,9,37,67,332
19116,5,35,44,134
19121,4,27,57,318
19123,11,29,47,300
19124,7,35,65,329
19127,22,48,78,167
19128,0,0,0,0
19129,4,34,64,91
19135,0,0,0,0
19136,5,32,32,32
19140,0,0,0,0
19143,0,12,26,26
19144,30,60,90,365
19145,0,0,0,0
19146,5,5,5,217
19148,0,0,0,0
19149,27,36,66,341
19150,11,39,69,344
19151,29,59,89,364
19156,0,0,0,248
19166,16,44,44,44
19167,4,4,4,16
19168,0,0,0,0
19176,0,0,0,0
19181,18,48,78,353
19182,20,42,65,260
19183,0,0,0,0
19188,1,6,6,56
19189,17,47,77,77
19193,0,0,0,0
19194,24,54,84,359
19195,30,60,90,365
19199,7,37,67,247
19200,0,0,0,0
19201,5,17,33,159
19205,2,32,62,147
19206,20,50,80,80
19209,30,60,90,90
19210,12,42,72,347
19211,0,0,0,0
19213,24,54,84,359
19214,15,45,75,164
19217,0,0,0,0
19219,0,0,0,0
19220,11,40,62,62
19221,29,59,88,88
19222,7,9,21,44
19225,11,41,70,70
19228,15,45,75,350
19229,0,0,0,0
19230,1,1,1,240
19232,2,32,62,62
19233,3,8,11,129
19234,0,0,0,0
19235,0,0,0,0
19236,21,50,80,169
19239,16,46,76,76
19240,8,38,68,150
19242,10,38,68,343
19245,3,11,27,106
19246,22,52,82,357
19247,0,0,0,0
19250,0,14,38,38
19251,0,0,0,271
19257,0,0,0,0
19258,25,55,85,360
19262,14,15,15,259
19264,0,0,0,0
19271,17,43,43,43
19273,0,0,0,258
19275,2,15,16,191
19276,0,16,31,149
19278,8,37,67,157
19282,1,30,59,59
19284,28,58,88,333
19285,4,14,29,118
19291,0,0,0,0
19294,2,28,58,148
19299,1,1,1,53
19301,0,0,0,0
19302,25,55,85,360
19304,0,0,0,0
19305,11,24,54,54
19306,0,1,31,31
19307,8,29,59,334
19308,2,23,53,143
19315,0,0,0,0
19320,14,44,74,74
19322,0,0,30,305
19323,0,0,0,0
19326,0,20,50,50
19332,0,0,0,0
19336,0,18,48,311
19339,0,3,15,35
19341,3,29,45,98
19342,2,5,5,5
19346,15,45,75,350
19347,28,58,88,178
19348,0,2,31,31
19349,0,1,31,121
19350,23,53,83,173
19351,17,47,77,352
19352,4,30,60,312
19353,0,4,16,76
19355,19,49,79,168
19359,2,31,61,150
19360,17,46,76,351
19362,6,36,45,56
19363,11,41,71,103
19364,12,42,72,162
19366,0,0,0,0
19370,0,4,6,37
19371,22,52,82,172
19372,10,34,64,339
19374,13,43,73,348
19375,0,0,0,22
19376,0,0,0,0
19377,1,27,54,329
19378,10,39,67,67
19379,0,0,0,0
19380,4,28,50,313
19382,17,36,53,230
19383,0,29,59,334
19385,1,1,1,1
19387,2,32,62,62
19388,15,45,74,74
19389,26,56,86,361
19391,0,0,0,0
19393,0,0,20,20
19395,3,3,3,3
19396,14,44,74,326
19399,2,14,30,232
19400,0,0,0,0
19402,7,37,61,147
19403,0,29,59,334
19406,0,0,0,0
19409,1,31,61,241
19410,13,42,58,291
19411,17,47,76,342
19413,17,47,75,164
19414,5,28,58,94
19415,12,12,12,12
19419,4,7,9,9
19420,17,47,49,49
19423,12,12,12,12
19424,30,60,90,179
19425,27,57,87,177
19426,1,4,29,124
19427,0,0,0,0
19430,29,59,89,179
19438,0,0,13,31
19441,2,29,59,149
19443,20,20,20,20
19445,30,60,89,89
19448,23,46,76,351
19454,4,17,24,261
19455,0,18,34,225
19456,2,9,32,307
19458,4,34,64,339
19460,9,10,34,34
19461,0,28,30,75
19463,0,0,0,0
19464,0,0,0,0
19472,0,0,0,0
19475,4,34,64,339
19476,2,8,9,23
19481,30,60,90,364
19485,10,29,59,270
19487,0,0,0,0
19488,3,33,62,62
19490,0,0,0,186
19491,0,0,0,0
19493,0,0,1,8
19494,14,33,33,33
19495,0,0,28,303
19498,7,37,66,66
19499,4,13,42,42
19500,30,60,90,365
19502,2,18,47,47
19506,0,0,3,278
19511,6,34,38,38
19512,0,0,0,0
19516,5,24,54,260
19517,6,16,26,133
19519,0,0,0,0
19521,1,9,39,229
19523,0,29,59,149
19524,0,17,19,267
19526,0,0,0,0
19527,0,0,0,0
19528,23,52,82,357
19531,25,55,85,85
19534,0,0,0,0
19535,0,23,53,99
19537,9,12,12,12
19539,4,10,10,10
19545,5,35,65,153
19546,8,16,23,230
19547,0,0,0,0
19548,0,0,26,301
19552,20,49,79,354
19554,21,23,53,142
19556,0,12,25,51
19558,3,3,3,3
19559,13,43,73,348
19561,1,27,57,138
19563,20,50,80,355
19565,9,39,69,159
19569,0,0,0,0
19576,0,0,0,0
19577,0,0,0,0
19579,0,0,0,0
19581,0,0,0,0
19594,6,33,62,62
19595,6,34,63,63
19599,2,29,55,145
19601,0,0,0,247
19603,0,0,0,0
19608,30,60,90,365
19609,27,57,87,87
19610,30,60,90,365
19615,30,60,90,364
19618,7,37,67,156
19621,20,49,79,354
19623,30,60,90,179
19625,8,18,18,18
19626,8,35,65,92
19627,4,4,4,4
19628,29,59,89,89
19631,0,24,42,185
19632,0,0,0,0
19638,23,51,51,51
19639,9,31,61,111
19643,20,47,77,88
19646,0,0,27,117
19648,0,0,0,0
19649,9,39,69,159
19651,0,0,0,0
19652,7,37,67,342
19653,0,10,36,119
19656,18,48,74,321
19661,0,24,54,144
19662,0,0,0,32
19663,0,0,0,0
19665,0,0,0,0
19666,30,60,90,270
19667,17,47,77,352
19671,6,36,66,156
19672,30,60,90,365
19675,18,48,78,353
19680,19,19,19,19
19682,0,26,56,146
19683,3,14,15,107
19687,8,38,68,342
19689,20,50,80,355
19692,1,26,50,226
19693,0,0,0,0
19695,7,37,40,40
19701,5,35,65,65
19702,1,7,37,312
19708,5,5,5,5
19709,25,55,85,360
19710,0,23,53,76
19711,27,57,87,362
19712,30,60,90,361
19713,17,17,18,224
19714,0,0,0,112
19717,18,48,78,102
19721,0,0,0,0
19723,0,18,28,104
19724,4,34,64,154
19725,0,0,0,20
19727,8,35,65,340
19730,0,0,0,49
19732,19,49,79,347
19733,2,2,8,8
19734,0,1,31,306
19735,4,27,54,139
19739,0,0,0,0
19740,15,45,75,165
19741,30,60,90,365
19742,19,36,66,341
19743,4,20,50,230
19744,0,0,0,0
19745,0,0,0,0
19747,6,36,66,341
19756,0,0,0,0
19762,5,29,59,319
19765,4,12,42,317
19767,11,40,70,160
19769,5,20,38,128
19771,6,32,62,337
19775,4,33,63,153
19778,0,0,0,0
19780,0,0,0,0
19782,15,28,49,49
19786,4,34,64,64
19787,0,0,0,0
19788,2,29,59,233
19790,0,0,15,15
19791,0,0,0,0
19792,7,37,67,342
19794,9,39,69,344
19795,7,37,67,156
19796,0,19,32,88
19797,0,0,0,0
19800,0,0,0,0
19810,0,0,0,0
19811,5,30,60,239
19812,20,50,80,355
19814,0,0,0,0
19815,1,31,61,336
19816,0,0,0,0
19817,0,0,0,0
19820,12,12,12,12
19821,30,60,89,89
19822,30,60,89,89
19828,30,60,90,365
19830,0,0,0,32
19835,0,0,0,96
19837,13,43,73,252
19838,14,44,74,164
19839,0,0,0,0
19843,0,0,0,92
19844,0,0,0,0
19847,4,4,10,118
19848,0,19,49,324
19850,0,0,0,32
19852,7,37,67,321
19856,0,0,0,0
19859,1,1,1,1
19860,0,14,36,49
19865,8,8,11,11
19867,14,44,74,336
19872,0,0,0,0
19875,6,36,66,340
19878,0,0,0,0
19880,0,2,31,31
19882,7,14,16,291
19884,0,0,0,0
19885,0,0,0,0
19886,5,35,65,340
19888,0,0,0,0
19889,2,29,53,327
19891,0,0,0,0
19892,1,31,61,336
19895,0,0,0,0
19897,14,44,74,349
19900,5,35,65,333
19901,2,28,58,286
19902,2,32,62,266
19904,2,32,57,135
19908,3,33,63,212
19909,0,0,0,0
19910,4,4,4,4
19911,0,0,0,0
19912,0,0,4,279
19925,18,48,78,168
19928,26,56,86,175
19946,4,21,48,48
19967,0,0,0,0
19976,17,47,77,352
19977,0,0,0,0
19979,0,0,0,0
19980,0,0,0,189
19984,0,0,0,0
19986,4,34,64,339
19988,6,33,63,287
19997,1,17,42,50
19998,7,37,67,265
20003,14,41,71,160
20004,12,42,72,162
20011,14,44,74,163
20012,30,60,90,365
20013,14,14,14,14
20014,0,0,0,12
20015,0,0,0,0
20016,3,33,63,153
20019,0,5,35,310
20022,16,46,76,351
20024,0,1,31,121
20032,0,0,0,0
20033,30,60,90,365
20035,0,0,0,0
20037,7,37,67,342
20038,0,0,0,4
20042,4,12,18,82
20044,0,2,32,307
20046,5,13,13,13
20051,9,31,61,144
20052,6,33,63,63
20055,0,0,0,0
20057,16,46,75,75
20058,0,0,0,0
20061,0,0,0,0
20065,0,0,0,7
20066,0,0,3,262
20067,6,6,6,6
20075,22,50,80,170
20078,0,0,0,0
20081,0,0,0,0
20083,7,37,67,156
20086,11,41,71,139
20087,3,28,58,333
20090,14,44,73,73
20096,0,0,0,0
20098,0,0,0,0
20099,7,29,53,143
20103,0,0,0,0
20109,4,34,64,290
20111,1,31,61,151
20117,0,0,0,0
20121,0,0,0,0
20123,12,42,72,72
20129,0,0,0,0
20131,2,2,2,210
20132,0,0,0,0
20135,17,47,77,167
20139,10,36,65,65
20142,0,0,0,0
20143,13,13,13,13
20152,2,18,47,47
20153,0,0,0,0
20154,0,0,0,0
20155,9,39,69,159
20165,0,0,0,0
20166,1,30,60,259
20170,30,60,90,365
20171,21,51,81,93
20172,1,18,29,147
20175,1,27,47,47
20178,5,35,65,245
20179,0,0,0,0
20180,2,32,61,61
20181,5,35,65,335
20187,21,51,81,170
20190,22,50,50,50
20191,0,0,0,0
20195,8,18,30,271
20197,0,3,33,308
20203,12,42,72,347
20206,0,0,0,0
20211,0,0,0,0
20213,1,1,1,6
20215,0,0,0,0
20216,0,0,0,0
20217,14,44,73,82
20218,0,0,0,0
20221,1,11,30,30
20223,0,0,0,0
20225,5,10,10,10
20228,5,35,65,340
20229,20,50,79,79
20230,0,0,0,0
20236,0,1,1,1
20240,2,20,50,221
20243,0,0,0,0
20244,0,0,1,250
20245,0,0,0,0
20247,11,41,71,71
20248,7,37,67,67
20249,16,46,76,248
20250,18,48,78,78
20251,0,0,3,93
20253,15,18,18,18
20255,7,21,51,119
20257,11,17,41,41
20258,0,2,32,307
20264,30,60,90,365
20266,0,0,0,0
20268,24,54,84,174
20270,1,31,57,210
20275,12,42,50,50
20277,11,34,64,153
20278,0,0,0,0
20280,3,8,8,39
20282,0,28,58,333
20285,7,32,62,337
20288,3,3,7,53
20293,0,0,0,0
20298,1,24,54,144
20301,11,41,71,346
20311,15,22,25,25
20313,1,31,61,61
20317,30,60,90,365
20318,0,0,0,0
20321,5,6,32,273
20326,5,35,65,110
20328,2,31,61,336
20329,22,52,82,82
20332,0,0,0,0
20335,2,32,62,152
20340,1,27,54,315
20341,8,37,67,342
20342,13,43,73,227
20352,0,5,24,85
20354,0,0,0,0
20362,11,22,22,22
20363,1,31,61,241
20364,0,0,0,0
20367,1,15,42,222
